3.45254e-06, -6.49006e-10, -0.00442329
1.03638e-05, -1.8273e-09, 0.00592549
2.0747e-05, -3.17429e-09, -0.00325647
3.46187e-05, -4.26787e-09, 0.00726802
5.19794e-05, -4.63074e-09, -0.00127723
7.28492e-05, -3.80949e-09, -0.00682325
9.72498e-05, -1.34034e-09, 0.000933697
0.000125204, 3.24758e-09, 0.0161785
0.000156684, 1.01769e-08, -0.00539902
0.000191687, 1.94985e-08, 0.0106934
0.00023021, 3.12122e-08, 0.00347263
0.000272249, 4.52727e-08, -0.00247095
0.000317762, 6.17117e-08, 0.00515291
0.000366744, 8.04082e-08, -0.0146423
0.00041919, 1.0121e-07, 0.00279166
0.000475094, 1.23961e-07, -0.00308788
0.000534404, 1.48652e-07, 0.00375726
0.000597117, 1.75209e-07, 0.00804947
0.000663232, 2.03597e-07, -0.00738307
0.000732745, 2.33811e-07, -0.00856311
0.000805601, 2.65936e-07, -0.00422161
0.000881799, 3.00021e-07, 0.0115954
0.000961339, 3.36137e-07, -0.0022116
0.00104422, 3.74377e-07, 0.00206684
0.00113039, 4.14843e-07, 0.00327975
0.00121983, 4.57658e-07, -0.0144638
0.00131256, 5.02962e-07, 0.0072457
0.00140858, 5.50905e-07, 0.0118795
0.00150781, 6.01596e-07, 0.00721193
0.00161026, 6.55205e-07, -0.00227002
0.00171594, 7.11908e-07, -0.00112691
0.00182484, 7.71888e-07, 0.0117516
0.00193689, 8.35221e-07, 0.00416831
0.00205209, 9.02102e-07, -0.00864872
0.00217044, 9.72724e-07, -0.00149279
0.00229196, 1.04729e-06, 0.00452599
0.00241654, 1.12582e-06, 0.00824499
0.00254421, 1.20851e-06, 0.00288684
0.00267496, 1.29558e-06, 0.00454738
0.00280879, 1.38723e-06, -0.0228025
0.00294562, 1.48343e-06, 0.00613709
0.00308545, 1.5844e-06, -0.00370975
0.00322827, 1.69033e-06, -0.00526212
0.00337411, 1.80142e-06, 0.00259596
0.00352285, 1.91762e-06, 0.00182543
0.0036745, 2.03912e-06, -0.00183812
0.00382907, 2.16612e-06, -0.00541314
0.00398656, 2.29881e-06, -0.00988485
0.00414686, 2.43707e-06, 0.0201591
0.00430998, 2.58108e-06, 0.0107438
0.00447593, 2.73103e-06, -0.0022944
0.0046447, 2.88711e-06, 0.00253332
0.00481618, 3.04913e-06, -0.00294543
0.00499039, 3.21727e-06, -0.0155069
0.00516732, 3.3917e-06, -0.0107718
0.00534697, 3.5726e-06, -0.0198998
0.00552924, 3.75971e-06, -0.0113493
0.00571411, 3.9532e-06, -0.00657189
0.00590161, 4.15324e-06, -0.00430681
0.00609172, 4.35999e-06, -0.0218683
0.00628434, 4.57314e-06, 0.00307004
0.00647946, 4.79285e-06, -0.0021413
0.00667708, 5.01929e-06, -0.00260583
0.00687721, 5.2526e-06, 0.00187558
0.00707973, 5.49244e-06, -0.00520856
0.00728463, 5.73895e-06, 0.00154455
0.00749193, 5.99228e-06, 5.84906e-05
0.00770161, 6.25259e-06, -0.0107748
0.00791356, 6.51947e-06, -0.00177715
0.00812778, 6.79307e-06, 0.0090514
0.00834427, 7.07353e-06, 0.000472562
0.00856302, 7.36099e-06, 0.00706615
0.00878392, 7.65497e-06, 0.0042968
0.00900696, 7.95563e-06, -0.00697414
0.00923215, 8.26309e-06, 0.0137758
0.00945948, 8.57749e-06, 0.000319874
0.00968882, 8.89832e-06, 0.0119275
0.00992019, 9.22573e-06, 0.00270284
0.0101536, 9.55983e-06, 0.00603048
0.010389, 9.90076e-06, 0.00481812
0.0106262, 1.0248e-05, -0.0187161
0.0108654, 1.06016e-05, 0.0239095
0.0111065, 1.09618e-05, -0.025252
0.0113494, 1.13286e-05, -0.00250978
0.0115941, 1.17016e-05, -0.00908205
0.0118405, 1.20807e-05, 0.00764609
0.0120887, 1.24661e-05, 0.012448
0.0123387, 1.2858e-05, -0.00990345
0.0125903, 1.32558e-05, 0.000286078
0.0128435, 1.36595e-05, -0.0063828
0.0130983, 1.40693e-05, -0.0110058
0.0133547, 1.44853e-05, -0.0213846
0.0136126, 1.49069e-05, -0.00667125
0.013872, 1.53342e-05, -0.00518013
0.0141329, 1.57674e-05, 0.00955256
0.0143953, 1.62064e-05, 0.00289638
0.014659, 1.66507e-05, 0.0160142
0.0149241, 1.71005e-05, -0.00489253
0.0151905, 1.75557e-05, -0.00540878
0.0154583, 1.80165e-05, 0.00840892
0.0157273, 1.84823e-05, -0.026385
0.0159975, 1.89532e-05, -0.00198147
0.016269, 1.94292e-05, -0.000230855
0.0165416, 1.99105e-05, -0.0117536
0.0168153, 2.03963e-05, -0.0215338
0.0170902, 2.08869e-05, 0.0053032
0.017366, 2.13823e-05, 0.019036
0.017643, 2.18826e-05, 0.00391838
0.0179209, 2.23871e-05, 0.00781453
0.0181998, 2.28959e-05, 0.0237348
0.0184796, 2.34092e-05, 0.00641599
0.0187604, 2.39269e-05, -0.00486079
0.019042, 2.44485e-05, 0.00420412
0.0193244, 2.4974e-05, 0.00296272
0.0196076, 2.55035e-05, -0.0106133
0.0198917, 2.60371e-05, 0.0166445
0.0201764, 2.65741e-05, -0.00458184
0.0204618, 2.71147e-05, 0.0161783
0.0207479, 2.76588e-05, 0.0140431
0.0210347, 2.82066e-05, -0.00370245
0.0213221, 2.87574e-05, -0.00424206
0.02161, 2.93114e-05, -0.00873389
0.0218985, 2.98685e-05, -0.0104161
0.0221875, 3.04288e-05, -0.00339691
0.022477, 3.09918e-05, -0.0144792
0.0227669, 3.15575e-05, -0.00909621
0.0230572, 3.21259e-05, -0.00696604
0.023348, 3.26971e-05, 0.0168226
0.0236391, 3.32706e-05, 0.0157886
0.0239305, 3.38463e-05, -0.0150944
0.0242222, 3.44243e-05, -0.0050692
0.0245142, 3.50047e-05, 0.00539738
0.0248064, 3.55869e-05, -0.00381606
0.0250988, 3.6171e-05, -0.00357478
0.0253914, 3.67569e-05, 0.0092939
0.0256842, 3.73448e-05, -0.00108641
0.0259771, 3.7934e-05, -0.00585999
0.0262701, 3.85246e-05, 0.0160058
0.0265631, 3.91167e-05, -0.00326405
0.0268562, 3.97103e-05, 0.00120879
0.0271493, 4.03049e-05, -0.00788239
0.0274423, 4.09004e-05, -0.00301181
0.0277353, 4.1497e-05, 0.00221841
0.0280283, 4.20946e-05, 0.0155263
0.0283211, 4.26928e-05, 0.00826585
0.0286138, 4.32916e-05, -0.00532268
0.0289063, 4.38911e-05, -8.23311e-05
0.0291987, 4.44912e-05, -0.0108555
0.0294908, 4.50915e-05, 0.00344158
0.0297827, 4.56919e-05, -0.0221506
0.0300744, 4.62927e-05, 0.00388244
0.0303657, 4.68936e-05, -0.00991482
0.0306568, 4.74944e-05, 0.000852036
0.0309475, 4.8095e-05, 0.00926843
0.0312378, 4.86954e-05, -0.00308796
0.0315278, 4.92958e-05, -0.0106348
0.0318173, 4.98956e-05, -0.00582355
0.0321064, 5.04948e-05, -0.00521492
0.032395, 5.10935e-05, 0.00131207
0.0326832, 5.16918e-05, 0.0113453
0.0329709, 5.22891e-05, -0.00141167
0.033258, 5.28856e-05, -0.00639902
0.0335445, 5.34812e-05, -0.00800021
0.0338306, 5.40759e-05, 0.0113487
0.034116, 5.46695e-05, 0.00339671
0.0344007, 5.52618e-05, 0.00544865
0.0346849, 5.5853e-05, -0.010897
0.0349684, 5.64431e-05, 0.00821962
0.0352511, 5.70316e-05, -0.00519147
0.0355332, 5.76186e-05, 0.00182946
0.0358146, 5.82041e-05, 0.00348981
0.0360952, 5.87881e-05, -0.0232699
0.0363751, 5.93703e-05, 0.0198482
0.0366541, 5.99508e-05, 0.00321696
0.0369324, 6.05294e-05, -0.00659936
0.0372098, 6.11064e-05, 0.00759616
0.0374864, 6.16812e-05, -0.00242153
0.0377621, 6.2254e-05, -0.00755046
0.038037, 6.28248e-05, 0.00882937
0.038311, 6.33935e-05, -0.0149364
0.038584, 6.396e-05, -0.00264187
0.0388561, 6.45242e-05, -8.34729e-05
0.0391273, 6.50861e-05, 0.012101
0.0393975, 6.56457e-05, -0.00218043
0.0396667, 6.62029e-05, 0.00448474
0.0399349, 6.67575e-05, -0.0109255
0.0402021, 6.73097e-05, -0.0119276
0.0404682, 6.78594e-05, 0.0255541
0.0407333, 6.84064e-05, 0.010743
0.0409974, 6.89508e-05, -0.0148514
0.0412603, 6.94925e-05, 0.00679209
0.0415222, 7.00315e-05, 0.00513871
0.041783, 7.05678e-05, -0.00873013
0.0420426, 7.11013e-05, 0.00279863
0.0423011, 7.16319e-05, 0.0140993
0.0425585, 7.21598e-05, 0.0102203
0.0428147, 7.26848e-05, -0.0135207
0.0430697, 7.32069e-05, 0.0017417
0.0433236, 7.37261e-05, 0.0086448
0.0435762, 7.42423e-05, 0.00521059
0.0438276, 7.47556e-05, -0.00719543
0.0440778, 7.52659e-05, 0.00183691
0.0443268, 7.57733e-05, -0.00487331
0.0445745, 7.62776e-05, -0.00993542
0.044821, 7.6779e-05, 0.0091398
0.0450662, 7.72773e-05, -0.0130871
