#Measurements from IMU
#Number of channels: 9
#Number of samples: 2283
#Frequency: 200.000 Hz
#Unit system: SI

#Time	Roll	Pitch	Yaw	Angular velocity X	Angular velocity Y	Angular velocity Z	Linear acceleration X	Linear acceleration Y	Linear acceleration Z
1.510	0.000	0.125	-0.001	0.005	0.038	-0.127	0.500	-0.013	-0.500
1.515	0.000	0.125	-0.001	0.023	0.011	-0.211	0.500	0.002	-0.500
1.520	0.000	0.125	-0.001	0.006	0.022	-0.135	0.500	0.008	-0.500
1.525	0.000	0.125	-0.001	0.038	0.020	0.147	0.500	0.007	-0.500
1.530	0.000	0.125	-0.001	0.017	0.042	0.212	0.500	0.007	-0.500
1.535	0.000	0.125	-0.001	-0.025	0.049	-0.079	0.500	-0.017	-0.500
1.540	0.000	0.125	-0.001	-0.036	0.025	-0.126	0.500	-0.003	-0.500
1.545	0.000	0.125	-0.001	-0.024	0.114	-0.031	0.500	-0.016	-0.500
1.550	0.000	0.125	-0.001	0.023	-0.059	0.110	0.500	0.005	-0.500
1.555	0.000	0.125	-0.001	0.043	-0.040	-0.004	0.500	0.007	-0.500
1.560	0.000	0.126	-0.001	-0.019	0.028	-0.005	0.500	0.005	-0.500
1.565	0.000	0.126	-0.001	-0.036	0.014	0.065	0.500	0.002	-0.500
1.570	0.000	0.126	-0.001	-0.011	-0.023	-0.083	0.500	-0.010	-0.500
1.575	0.000	0.126	-0.001	0.077	0.027	-0.130	0.500	0.009	-0.500
1.580	0.000	0.126	-0.001	-0.026	0.071	-0.130	0.500	-0.013	-0.500
1.585	0.000	0.126	-0.001	-0.042	-0.045	-0.015	0.500	0.021	-0.500
1.590	0.000	0.126	-0.001	-0.095	0.024	-0.024	0.500	-0.004	-0.500
1.595	0.000	0.126	-0.001	0.030	0.022	0.014	0.500	-0.017	-0.500
1.600	0.000	0.126	-0.001	-0.006	-0.000	0.031	0.500	0.000	-0.500
1.605	0.000	0.126	-0.001	0.010	0.062	0.023	0.500	-0.011	-0.500
1.610	0.000	0.126	-0.001	-0.005	0.105	0.023	0.500	-0.009	-0.500
1.615	0.000	0.126	-0.001	-0.013	-0.091	0.047	0.500	0.004	-0.500
1.620	0.000	0.126	-0.001	-0.058	0.004	0.084	0.500	-0.007	-0.500
1.625	0.000	0.126	-0.001	0.071	-0.073	-0.076	0.500	-0.006	-0.500
1.630	0.000	0.126	-0.001	0.011	-0.030	0.015	0.500	-0.007	-0.500
1.635	0.000	0.126	-0.001	0.017	-0.007	0.084	0.500	0.004	-0.500
1.640	0.000	0.126	-0.001	0.062	-0.050	0.053	0.500	-0.007	-0.500
1.645	0.000	0.126	-0.001	0.002	0.097	-0.078	0.500	-0.009	-0.500
1.650	0.000	0.126	-0.001	-0.011	0.000	-0.066	0.500	-0.007	-0.500
1.655	0.000	0.126	-0.001	0.019	-0.009	0.129	0.500	0.005	-0.500
1.660	0.000	0.126	-0.001	-0.052	-0.104	-0.036	0.500	0.001	-0.500
1.665	0.000	0.126	-0.001	-0.005	-0.098	0.208	0.500	-0.011	-0.500
1.670	0.000	0.126	-0.001	0.008	-0.066	-0.091	0.500	-0.015	-0.500
1.675	0.000	0.126	-0.001	0.037	-0.025	0.076	0.500	0.008	-0.500
1.680	0.000	0.126	-0.001	0.055	-0.012	0.045	0.500	0.004	-0.500
1.685	0.000	0.126	-0.001	-0.001	-0.013	0.040	0.500	-0.007	-0.500
1.690	0.000	0.126	-0.001	-0.030	0.012	-0.001	0.500	0.006	-0.500
1.695	0.000	0.126	-0.001	0.061	-0.043	0.271	0.500	-0.000	-0.500
1.700	0.000	0.126	-0.001	-0.011	0.043	-0.056	0.500	0.006	-0.500
1.705	0.000	0.126	-0.001	-0.094	-0.021	-0.031	0.500	-0.013	-0.500
1.710	0.000	0.126	-0.001	-0.023	-0.092	-0.032	0.500	-0.008	-0.500
1.715	0.000	0.126	-0.001	-0.042	0.013	0.068	0.500	-0.020	-0.500
1.720	0.000	0.125	-0.001	-0.002	0.013	0.306	0.500	-0.005	-0.500
1.725	0.000	0.125	-0.001	-0.002	-0.036	0.074	0.500	0.001	-0.500
1.730	0.000	0.125	-0.001	-0.033	0.036	-0.041	0.500	-0.010	-0.500
1.735	0.000	0.125	-0.001	0.013	-0.002	-0.025	0.500	-0.013	-0.500
1.740	0.000	0.125	-0.001	0.089	-0.058	-0.020	0.500	0.001	-0.500
1.745	0.000	0.125	-0.001	-0.004	-0.040	0.062	0.500	-0.001	-0.500
1.750	0.000	0.125	-0.001	-0.024	-0.044	-0.017	0.500	-0.004	-0.500
1.755	0.000	0.125	-0.001	-0.021	-0.022	-0.156	0.500	-0.011	-0.500
1.760	0.000	0.125	-0.001	0.018	-0.062	0.009	0.500	-0.014	-0.500
1.765	0.000	0.125	-0.001	0.037	-0.113	0.088	0.500	0.015	-0.500
1.770	0.000	0.125	-0.001	0.046	0.010	0.067	0.500	0.005	-0.500
1.775	0.000	0.125	-0.001	0.065	-0.075	-0.023	0.500	-0.011	-0.500
1.780	0.000	0.125	-0.001	0.006	-0.099	-0.049	0.500	-0.010	-0.500
1.785	0.000	0.125	-0.001	0.025	-0.019	0.070	0.500	-0.003	-0.500
1.790	0.000	0.125	-0.001	0.049	0.039	-0.089	0.500	-0.001	-0.500
1.795	0.000	0.124	-0.001	-0.003	0.004	-0.018	0.500	-0.007	-0.500
1.800	0.000	0.124	-0.001	-0.018	0.055	-0.046	0.500	-0.003	-0.500
1.805	0.000	0.124	-0.001	-0.041	-0.089	-0.163	0.500	0.001	-0.500
1.810	0.000	0.124	-0.001	0.004	-0.048	-0.107	0.500	-0.012	-0.500
1.815	0.000	0.124	-0.001	0.003	0.003	0.150	0.500	-0.014	-0.500
1.820	0.000	0.124	-0.001	-0.044	-0.066	0.049	0.500	-0.008	-0.500
1.825	0.000	0.124	-0.001	0.008	-0.070	-0.064	0.500	0.025	-0.500
1.830	0.000	0.124	-0.001	-0.051	-0.041	0.006	0.500	-0.006	-0.500
1.835	0.000	0.124	-0.001	-0.009	-0.071	-0.063	0.500	0.006	-0.500
1.840	0.000	0.124	-0.001	0.027	0.042	-0.063	0.500	-0.001	-0.500
1.845	0.000	0.123	-0.001	0.030	-0.146	-0.153	0.500	-0.002	-0.500
1.850	0.000	0.123	-0.001	-0.045	0.079	0.153	0.500	-0.007	-0.500
1.855	0.000	0.123	-0.001	-0.029	-0.068	-0.099	0.500	-0.008	-0.500
1.860	0.000	0.123	-0.001	0.039	-0.016	-0.013	0.500	0.001	-0.500
1.865	0.000	0.123	-0.001	0.015	-0.116	0.015	0.500	-0.016	-0.500
1.870	0.000	0.123	-0.001	-0.026	0.032	0.079	0.500	-0.008	-0.500
1.875	0.000	0.123	-0.001	0.013	0.013	0.066	0.500	-0.000	-0.500
1.880	0.000	0.123	-0.001	0.020	-0.053	0.096	0.500	-0.004	-0.500
1.885	0.000	0.122	-0.001	-0.019	-0.019	0.033	0.500	0.022	-0.500
1.890	0.000	0.122	-0.001	0.029	-0.067	0.074	0.500	-0.006	-0.500
1.895	0.000	0.122	-0.001	0.031	-0.048	0.140	0.500	0.007	-0.500
1.900	0.000	0.122	-0.001	0.051	-0.041	-0.091	0.500	-0.017	-0.500
1.905	0.000	0.122	-0.001	0.031	0.039	-0.061	0.500	-0.016	-0.500
1.910	0.000	0.122	-0.001	0.065	-0.049	0.053	0.500	0.011	-0.500
1.915	0.000	0.122	-0.001	0.027	0.002	0.141	0.500	-0.010	-0.500
1.920	0.000	0.121	-0.001	-0.066	-0.013	-0.003	0.500	0.017	-0.500
1.925	0.000	0.121	-0.001	-0.008	-0.040	0.093	0.500	-0.013	-0.500
1.930	0.000	0.121	-0.001	0.074	-0.023	0.000	0.500	-0.015	-0.500
1.935	0.000	0.121	-0.001	-0.073	-0.075	0.076	0.500	0.007	-0.500
1.940	0.000	0.121	-0.001	0.033	-0.001	-0.068	0.500	0.006	-0.500
1.945	0.000	0.121	-0.001	-0.041	-0.072	0.136	0.500	0.004	-0.500
1.950	0.000	0.121	-0.001	-0.076	-0.027	0.068	0.500	0.006	-0.500
1.955	0.000	0.120	-0.001	0.042	-0.111	-0.079	0.500	0.003	-0.500
1.960	0.000	0.120	-0.001	-0.009	0.036	0.103	0.500	-0.007	-0.500
1.965	0.000	0.120	-0.001	-0.097	0.012	-0.005	0.500	-0.011	-0.500
1.970	0.000	0.120	-0.001	-0.030	0.086	0.001	0.500	0.007	-0.500
1.975	0.000	0.120	-0.001	0.037	-0.017	-0.040	0.500	-0.004	-0.500
1.980	0.000	0.120	-0.001	0.050	-0.060	0.005	0.500	0.017	-0.500
1.985	0.000	0.119	-0.001	0.035	-0.046	0.032	0.500	-0.018	-0.500
1.990	0.000	0.119	-0.001	-0.016	-0.103	0.036	0.500	-0.024	-0.500
1.995	0.000	0.119	-0.001	0.051	-0.085	0.023	0.500	-0.000	-0.500
2.000	0.000	0.119	-0.001	-0.005	-0.157	-0.202	0.500	0.005	-0.500
2.005	0.000	0.119	-0.001	0.070	-0.091	0.198	0.500	-0.006	-0.500
2.010	0.000	0.119	-0.001	0.021	-0.058	0.011	0.500	0.001	-0.500
2.015	0.000	0.118	-0.001	-0.042	-0.021	-0.013	0.500	0.002	-0.500
2.020	0.000	0.118	-0.001	0.040	-0.038	0.112	0.500	0.013	-0.500
2.025	0.000	0.118	-0.001	0.036	-0.017	0.009	0.500	0.010	-0.500
2.030	0.000	0.118	-0.001	0.109	-0.010	-0.050	0.500	-0.010	-0.500
2.035	0.000	0.118	-0.001	-0.035	-0.070	-0.077	0.500	-0.002	-0.500
2.040	0.000	0.118	-0.001	0.093	-0.113	0.145	0.500	-0.003	-0.500
2.045	0.000	0.117	-0.001	-0.037	-0.030	0.125	0.500	-0.004	-0.500
2.050	0.000	0.117	-0.001	0.106	-0.005	0.096	0.500	-0.016	-0.500
2.055	0.000	0.117	-0.001	-0.028	-0.084	0.038	0.500	-0.001	-0.500
2.060	0.000	0.117	-0.001	-0.020	-0.048	0.036	0.500	0.002	-0.500
2.065	0.000	0.117	-0.001	0.027	0.040	0.028	0.500	-0.000	-0.500
2.070	0.000	0.116	-0.001	0.068	-0.107	-0.005	0.500	-0.004	-0.500
2.075	0.000	0.116	-0.001	-0.054	-0.031	-0.045	0.500	-0.005	-0.500
2.080	0.000	0.116	-0.001	-0.045	-0.094	0.038	0.500	-0.012	-0.500
2.085	0.000	0.116	-0.001	-0.002	0.010	0.001	0.500	0.002	-0.500
2.090	0.000	0.116	-0.001	0.056	0.061	0.159	0.500	0.001	-0.500
2.095	0.000	0.115	-0.001	0.024	-0.049	-0.074	0.500	0.005	-0.500
2.100	0.000	0.115	-0.001	-0.023	0.022	0.025	0.500	-0.003	-0.500
2.105	0.000	0.115	-0.001	0.067	-0.089	0.067	0.500	0.001	-0.500
2.110	0.000	0.115	-0.001	0.045	-0.103	0.143	0.500	-0.001	-0.500
2.115	0.000	0.115	-0.001	-0.023	-0.035	-0.138	0.500	-0.002	-0.500
2.120	0.000	0.114	-0.001	-0.070	-0.086	-0.016	0.500	-0.007	-0.500
2.125	0.000	0.114	-0.001	-0.065	0.018	-0.094	0.500	-0.001	-0.500
2.130	0.000	0.114	-0.001	0.005	-0.028	0.011	0.500	-0.015	-0.500
2.135	0.000	0.114	-0.001	-0.018	-0.066	-0.152	0.500	-0.028	-0.500
2.140	0.000	0.114	-0.001	-0.006	0.015	-0.188	0.500	0.004	-0.500
2.145	0.000	0.113	-0.001	-0.011	-0.036	-0.020	0.500	0.001	-0.500
2.150	0.000	0.113	-0.001	-0.042	-0.010	0.018	0.500	-0.012	-0.500
2.155	0.000	0.113	-0.001	0.028	-0.066	-0.080	0.500	-0.007	-0.500
2.160	0.000	0.113	-0.001	-0.068	-0.044	-0.264	0.500	0.016	-0.500
2.165	0.000	0.113	-0.001	0.076	-0.051	0.077	0.500	-0.004	-0.500
2.170	0.000	0.112	-0.001	-0.011	-0.096	0.037	0.500	-0.000	-0.500
2.175	0.000	0.112	-0.001	0.077	-0.038	0.059	0.500	-0.013	-0.500
2.180	0.000	0.112	-0.001	0.046	-0.028	-0.050	0.500	-0.002	-0.500
2.185	0.000	0.112	-0.001	0.064	-0.011	-0.076	0.500	-0.005	-0.500
2.190	0.000	0.112	-0.001	0.017	-0.086	-0.182	0.500	-0.007	-0.500
2.195	0.000	0.111	-0.001	0.062	0.001	0.002	0.500	-0.021	-0.500
2.200	0.000	0.111	-0.001	-0.059	-0.129	0.037	0.500	-0.015	-0.500
2.205	0.000	0.111	-0.001	0.041	0.008	0.082	0.500	-0.005	-0.500
2.210	0.000	0.111	-0.001	0.016	-0.032	-0.063	0.500	-0.026	-0.500
2.215	0.000	0.111	-0.001	-0.029	0.037	0.055	0.500	-0.018	-0.500
2.220	0.000	0.110	-0.001	0.080	-0.005	0.063	0.500	-0.016	-0.500
2.225	0.000	0.110	-0.001	0.048	-0.068	-0.027	0.500	0.010	-0.500
2.230	0.000	0.110	-0.001	0.035	-0.118	-0.047	0.500	-0.006	-0.500
2.235	0.000	0.110	-0.001	0.031	-0.048	-0.158	0.500	-0.031	-0.500
2.240	0.000	0.110	-0.001	0.006	-0.085	0.189	0.500	-0.028	-0.500
2.245	0.000	0.109	-0.001	0.025	-0.049	-0.167	0.500	0.001	-0.500
2.250	0.000	0.109	-0.001	-0.068	0.075	0.039	0.500	-0.013	-0.500
2.255	0.000	0.109	-0.001	0.012	0.001	-0.087	0.500	-0.005	-0.500
2.260	0.000	0.109	-0.001	-0.023	-0.069	-0.056	0.500	-0.006	-0.500
2.265	0.000	0.109	-0.001	-0.035	-0.072	-0.057	0.500	0.004	-0.500
2.270	0.000	0.108	-0.001	0.054	-0.139	-0.141	0.500	-0.004	-0.500
2.275	0.000	0.108	-0.001	-0.008	0.007	-0.013	0.500	0.012	-0.500
2.280	0.000	0.108	-0.001	0.047	-0.041	-0.047	0.500	-0.004	-0.500
2.285	0.000	0.108	-0.001	-0.028	-0.074	-0.062	0.500	-0.002	-0.500
2.290	0.000	0.108	-0.001	0.036	-0.080	0.163	0.500	-0.003	-0.500
2.295	0.000	0.107	-0.001	-0.033	0.060	-0.226	0.500	0.004	-0.500
2.300	0.000	0.107	-0.001	-0.036	-0.049	-0.042	0.500	-0.004	-0.500
2.305	0.000	0.107	-0.001	0.011	-0.104	0.127	0.500	-0.000	-0.500
2.310	0.000	0.107	-0.001	-0.059	-0.116	0.006	0.500	-0.012	-0.500
2.315	0.000	0.106	-0.001	-0.019	-0.097	0.063	0.500	-0.011	-0.500
2.320	0.000	0.106	-0.001	-0.037	-0.012	0.119	0.500	-0.013	-0.500
2.325	0.000	0.106	-0.001	0.059	-0.097	-0.022	0.500	-0.013	-0.500
2.330	0.000	0.106	-0.001	-0.021	-0.113	-0.121	0.500	0.007	-0.500
2.335	0.000	0.106	-0.001	0.030	-0.038	-0.056	0.500	0.004	-0.500
2.340	0.000	0.105	-0.001	0.050	-0.059	-0.094	0.500	0.005	-0.500
2.345	0.000	0.105	-0.001	0.007	-0.068	-0.097	0.500	0.007	-0.500
2.350	0.000	0.105	-0.001	-0.001	-0.110	-0.217	0.500	-0.010	-0.500
2.355	0.000	0.105	-0.001	-0.066	0.002	0.193	0.500	-0.006	-0.500
2.360	0.000	0.105	-0.001	0.046	-0.110	0.003	0.500	-0.009	-0.500
2.365	0.000	0.104	-0.001	0.041	-0.061	0.086	0.500	-0.014	-0.500
2.370	0.000	0.104	-0.001	-0.017	-0.048	0.066	0.500	-0.004	-0.500
2.375	0.000	0.104	-0.001	0.012	-0.102	0.121	0.500	0.003	-0.500
2.380	0.000	0.104	-0.001	-0.048	-0.073	0.094	0.500	0.012	-0.500
2.385	0.000	0.104	-0.001	0.043	-0.051	0.061	0.500	0.002	-0.500
2.390	0.000	0.103	-0.001	0.040	-0.079	-0.075	0.500	0.006	-0.500
2.395	0.000	0.103	-0.001	-0.021	-0.006	0.001	0.500	0.004	-0.500
2.400	0.000	0.103	-0.001	0.037	-0.089	0.041	0.500	0.000	-0.500
2.405	0.000	0.103	-0.001	0.054	0.058	0.032	0.500	0.007	-0.500
2.410	0.000	0.103	-0.001	-0.108	-0.089	0.005	0.500	0.013	-0.500
2.415	0.000	0.102	-0.001	-0.071	-0.031	-0.111	0.500	0.003	-0.500
2.420	0.000	0.102	-0.001	-0.018	-0.043	-0.074	0.500	-0.009	-0.500
2.425	0.000	0.102	-0.001	0.035	-0.003	0.018	0.500	-0.011	-0.500
2.430	0.000	0.102	-0.001	-0.007	-0.099	-0.156	0.500	0.001	-0.500
2.435	0.000	0.102	-0.001	0.009	-0.003	0.007	0.500	-0.013	-0.500
2.440	0.000	0.101	-0.001	0.044	-0.048	-0.142	0.500	0.004	-0.500
2.445	0.000	0.101	-0.001	-0.019	-0.004	-0.000	0.500	0.002	-0.500
2.450	0.000	0.101	-0.001	-0.001	-0.053	-0.134	0.500	0.005	-0.500
2.455	0.000	0.101	-0.001	-0.040	-0.034	0.259	0.500	0.006	-0.500
2.460	0.000	0.101	-0.001	0.016	0.022	-0.245	0.500	-0.014	-0.500
2.465	0.000	0.100	-0.001	0.015	-0.002	-0.071	0.500	-0.017	-0.500
2.470	0.000	0.100	-0.001	0.023	-0.011	-0.004	0.500	-0.011	-0.500
2.475	0.000	0.100	-0.001	0.090	-0.104	0.029	0.500	-0.005	-0.500
2.480	0.000	0.100	-0.001	0.035	-0.121	0.057	0.500	0.014	-0.500
2.485	0.000	0.100	-0.001	0.119	-0.085	-0.015	0.500	-0.003	-0.500
2.490	0.000	0.099	-0.001	-0.058	-0.052	-0.148	0.500	-0.003	-0.500
2.495	0.000	0.099	-0.001	-0.043	-0.085	-0.107	0.500	-0.003	-0.500
2.500	0.000	0.099	-0.001	-0.070	-0.065	-0.161	0.500	-0.006	-0.500
2.505	0.000	0.099	-0.001	-0.030	0.019	0.057	0.500	0.003	-0.500
2.510	0.000	0.099	-0.001	-0.035	-0.075	0.053	0.500	-0.012	-0.500
2.515	0.000	0.098	-0.001	-0.008	-0.073	-0.173	0.500	-0.001	-0.500
2.520	0.000	0.098	-0.001	-0.003	-0.118	0.049	0.500	-0.012	-0.500
2.525	0.000	0.098	-0.001	-0.014	-0.037	0.097	0.500	-0.006	-0.500
2.530	0.000	0.098	-0.001	0.054	-0.078	-0.118	0.500	-0.012	-0.500
2.535	0.000	0.098	-0.001	-0.003	-0.059	0.064	0.500	0.006	-0.500
2.540	0.000	0.097	-0.001	-0.014	-0.031	0.096	0.500	-0.003	-0.500
2.545	0.000	0.097	-0.001	0.007	-0.045	0.174	0.500	0.000	-0.500
2.550	0.000	0.097	-0.001	-0.042	0.059	-0.031	0.500	0.001	-0.500
2.555	0.000	0.097	-0.001	-0.024	-0.057	-0.059	0.500	-0.018	-0.500
2.560	0.000	0.097	-0.001	0.006	-0.097	-0.239	0.500	-0.005	-0.500
2.565	0.000	0.097	-0.001	-0.034	-0.062	-0.015	0.500	-0.012	-0.500
2.570	0.000	0.096	-0.001	0.025	0.030	0.175	0.500	-0.013	-0.500
2.575	0.000	0.096	-0.001	-0.005	-0.051	0.064	0.500	0.004	-0.500
2.580	0.000	0.096	-0.001	0.089	-0.079	0.107	0.500	-0.001	-0.500
2.585	0.000	0.096	-0.001	0.012	-0.016	0.217	0.500	0.010	-0.500
2.590	0.000	0.096	-0.001	-0.008	-0.061	-0.099	0.500	-0.027	-0.500
2.595	0.000	0.095	-0.001	-0.049	0.056	-0.028	0.500	-0.000	-0.500
2.600	0.000	0.095	-0.001	0.005	-0.003	0.029	0.500	0.008	-0.500
2.605	0.000	0.095	-0.001	-0.026	-0.031	0.081	0.500	-0.009	-0.500
2.610	0.000	0.095	-0.001	-0.004	-0.105	0.082	0.500	-0.000	-0.500
2.615	0.000	0.095	-0.001	-0.026	-0.064	0.191	0.500	-0.020	-0.500
2.620	0.000	0.095	-0.001	-0.080	-0.062	-0.071	0.500	-0.022	-0.500
2.625	0.000	0.094	-0.001	0.061	-0.035	0.082	0.500	0.005	-0.500
2.630	0.000	0.094	-0.001	-0.030	-0.111	-0.070	0.500	0.010	-0.500
2.635	0.000	0.094	-0.001	0.072	-0.049	-0.217	0.500	0.002	-0.500
2.640	0.000	0.094	-0.001	-0.019	-0.080	-0.060	0.500	0.001	-0.500
2.645	0.000	0.094	-0.001	-0.082	-0.067	0.113	0.500	0.020	-0.500
2.650	0.000	0.094	-0.001	-0.113	-0.052	0.155	0.500	-0.018	-0.500
2.655	0.000	0.093	-0.001	0.018	-0.051	0.083	0.500	0.003	-0.500
2.660	0.000	0.093	-0.001	-0.012	-0.026	-0.050	0.500	-0.001	-0.500
2.665	0.000	0.093	-0.001	-0.003	-0.023	-0.006	0.500	-0.006	-0.500
2.670	0.000	0.093	-0.001	0.076	-0.034	0.153	0.500	-0.018	-0.500
2.675	0.000	0.093	-0.001	-0.021	-0.078	0.035	0.500	-0.004	-0.500
2.680	0.000	0.093	-0.001	-0.076	-0.033	-0.075	0.500	-0.008	-0.500
2.685	0.000	0.092	-0.001	0.003	-0.003	-0.002	0.500	0.014	-0.500
2.690	0.000	0.092	-0.001	0.021	-0.066	-0.068	0.500	0.006	-0.500
2.695	0.000	0.092	-0.001	0.020	-0.020	-0.009	0.500	-0.012	-0.500
2.700	0.000	0.092	-0.001	-0.041	0.048	-0.038	0.500	-0.013	-0.500
2.705	0.000	0.092	-0.001	0.011	-0.011	-0.182	0.500	-0.019	-0.500
2.710	0.000	0.092	-0.001	0.023	-0.041	-0.012	0.500	-0.000	-0.500
2.715	0.000	0.092	-0.001	0.097	0.042	-0.003	0.500	-0.029	-0.500
2.720	0.000	0.091	-0.001	-0.034	-0.022	0.185	0.500	-0.014	-0.500
2.725	0.000	0.091	-0.001	0.081	-0.024	0.269	0.500	0.009	-0.500
2.730	0.000	0.091	-0.001	-0.001	-0.022	-0.163	0.500	0.008	-0.500
2.735	0.000	0.091	-0.001	0.002	-0.019	0.024	0.500	0.015	-0.500
2.740	0.000	0.091	-0.001	-0.031	-0.106	-0.036	0.500	-0.010	-0.500
2.745	0.000	0.091	-0.001	-0.025	-0.104	0.122	0.500	0.016	-0.500
2.750	0.000	0.090	-0.001	0.038	-0.012	-0.055	0.500	-0.009	-0.500
2.755	0.000	0.090	-0.001	-0.052	0.052	-0.162	0.500	0.004	-0.500
2.760	0.000	0.090	-0.001	-0.018	-0.072	0.073	0.500	0.010	-0.500
2.765	0.000	0.090	-0.001	-0.013	-0.070	-0.060	0.500	0.003	-0.500
2.770	0.000	0.090	-0.001	0.045	0.085	-0.056	0.500	-0.013	-0.500
2.775	0.000	0.090	-0.001	-0.006	-0.128	-0.063	0.500	-0.011	-0.500
2.780	0.000	0.090	-0.001	0.066	-0.077	0.076	0.500	-0.010	-0.500
2.785	0.000	0.090	-0.001	-0.028	-0.050	-0.280	0.500	-0.012	-0.500
2.790	0.000	0.089	-0.001	0.012	-0.091	0.012	0.500	0.004	-0.500
2.795	0.000	0.089	-0.001	-0.003	-0.014	-0.109	0.500	-0.004	-0.500
2.800	0.000	0.089	-0.001	0.075	-0.039	0.106	0.500	-0.009	-0.500
2.805	0.000	0.089	-0.001	0.002	-0.155	-0.038	0.500	-0.014	-0.500
2.810	0.000	0.089	-0.001	-0.067	-0.042	0.109	0.500	0.003	-0.500
2.815	0.000	0.089	-0.001	0.008	0.060	-0.003	0.500	-0.020	-0.500
2.820	0.000	0.089	-0.001	-0.045	0.009	0.051	0.500	-0.010	-0.500
2.825	0.000	0.089	-0.001	-0.041	0.032	0.100	0.500	-0.001	-0.500
2.830	0.000	0.088	-0.001	-0.002	-0.080	-0.079	0.500	0.003	-0.500
2.835	0.000	0.088	-0.001	-0.015	-0.001	-0.193	0.500	0.012	-0.500
2.840	0.000	0.088	-0.001	0.051	-0.004	0.033	0.500	-0.009	-0.500
2.845	0.000	0.088	-0.001	0.062	0.014	0.068	0.500	-0.013	-0.500
2.850	0.000	0.088	-0.001	-0.071	-0.077	-0.050	0.500	-0.006	-0.500
2.855	0.000	0.088	-0.001	0.024	-0.068	0.057	0.500	-0.002	-0.500
2.860	0.000	0.088	-0.001	0.064	-0.025	-0.069	0.500	0.003	-0.500
2.865	0.000	0.088	-0.001	-0.013	0.004	-0.059	0.500	-0.020	-0.500
2.870	0.000	0.087	-0.001	0.022	-0.063	0.059	0.500	-0.008	-0.500
2.875	0.000	0.087	-0.001	0.066	0.041	0.021	0.500	-0.003	-0.500
2.880	0.000	0.087	-0.001	0.025	0.118	-0.083	0.500	-0.015	-0.500
2.885	0.000	0.087	-0.001	-0.008	-0.076	0.160	0.500	-0.004	-0.500
2.890	0.000	0.087	-0.001	-0.013	0.079	-0.009	0.500	0.000	-0.500
2.895	0.000	0.087	-0.001	0.034	0.045	0.105	0.500	0.002	-0.500
2.900	0.000	0.087	-0.001	-0.014	0.052	-0.139	0.500	-0.004	-0.500
2.905	0.000	0.087	-0.001	0.063	-0.152	-0.050	0.500	-0.003	-0.500
2.910	0.000	0.087	-0.001	-0.000	-0.094	-0.180	0.500	0.002	-0.500
2.915	0.000	0.087	-0.001	-0.021	0.017	0.109	0.500	-0.009	-0.500
2.920	0.000	0.086	-0.001	-0.106	0.029	0.050	0.500	-0.012	-0.500
2.925	0.000	0.086	-0.001	0.066	-0.063	-0.058	0.500	0.000	-0.500
2.930	0.000	0.086	-0.001	-0.070	-0.042	0.020	0.500	-0.016	-0.500
2.935	0.000	0.086	-0.001	0.045	-0.081	-0.027	0.500	0.009	-0.500
2.940	0.000	0.086	-0.001	-0.013	-0.064	0.010	0.500	0.021	-0.500
2.945	0.000	0.086	-0.001	0.009	-0.023	-0.012	0.500	-0.000	-0.500
2.950	0.000	0.086	-0.001	0.045	-0.018	0.097	0.500	0.004	-0.500
2.955	0.000	0.086	-0.001	-0.007	-0.019	-0.019	0.500	0.004	-0.500
2.960	0.000	0.086	-0.001	-0.011	-0.080	0.036	0.500	0.009	-0.500
2.965	0.000	0.086	-0.001	0.003	-0.000	0.128	0.500	0.010	-0.500
2.970	0.000	0.086	-0.001	-0.038	-0.019	-0.039	0.500	0.003	-0.500
2.975	0.000	0.086	-0.001	0.001	-0.027	-0.150	0.500	-0.005	-0.500
2.980	0.000	0.085	-0.001	-0.078	-0.110	0.053	0.500	0.009	-0.500
2.985	0.000	0.085	-0.001	0.018	-0.011	-0.213	0.500	0.016	-0.500
2.990	0.000	0.085	-0.001	-0.037	-0.005	-0.098	0.500	0.005	-0.500
2.995	0.000	0.085	-0.001	-0.017	-0.085	-0.005	0.500	0.001	-0.500
3.000	0.000	0.085	-0.001	0.059	-0.056	0.038	0.500	-0.002	-0.500
3.005	0.000	0.085	-0.001	-0.081	-0.072	-0.039	0.500	0.017	-0.500
3.010	0.000	0.085	-0.001	0.005	0.007	0.112	0.500	-0.009	-0.500
3.015	0.000	0.085	-0.001	-0.014	-0.020	0.040	0.500	0.003	-0.500
3.020	0.000	0.085	-0.001	0.003	0.035	-0.067	0.500	-0.010	-0.500
3.025	0.000	0.085	-0.001	0.007	-0.000	0.008	0.500	-0.008	-0.500
3.030	0.000	0.085	-0.001	-0.106	-0.019	-0.026	0.500	-0.003	-0.500
3.035	0.000	0.085	-0.001	0.079	0.079	0.087	0.500	-0.014	-0.500
3.040	0.000	0.085	-0.002	-0.063	0.042	0.062	0.500	-0.001	-0.500
3.045	0.000	0.085	-0.002	-0.009	0.004	0.003	0.500	0.009	-0.500
3.050	0.000	0.084	-0.002	0.086	0.025	0.036	0.500	0.008	-0.500
3.055	0.000	0.084	-0.002	0.030	-0.059	-0.089	0.500	0.002	-0.500
3.060	0.000	0.084	-0.002	-0.043	-0.027	0.132	0.500	-0.017	-0.500
3.065	0.000	0.084	-0.002	0.021	0.017	-0.063	0.500	-0.011	-0.500
