#Measurements from IMU
#Number of channels: 9
#Number of samples: 2283
#Frequency: 200.000 Hz
#Unit system: SI

#Time	Roll	Pitch	Yaw	Angular velocity X	Angular velocity Y	Angular velocity Z	Linear acceleration X	Linear acceleration Y	Linear acceleration Z
3.070	0.000	0.084	-0.002	-0.100	-0.029	-0.091	0.500	-0.004	-0.500
3.075	0.000	0.084	-0.002	-0.023	0.001	-0.110	0.500	0.012	-0.500
3.080	0.000	0.084	-0.002	-0.013	0.026	0.138	0.500	0.003	-0.500
3.085	0.000	0.084	-0.002	0.028	-0.037	-0.060	0.500	0.001	-0.500
3.090	0.000	0.084	-0.002	-0.055	-0.045	0.097	0.500	0.005	-0.500
3.095	0.000	0.084	-0.002	0.102	-0.033	0.103	0.500	-0.008	-0.500
3.100	0.000	0.084	-0.002	-0.078	0.019	-0.121	0.500	-0.010	-0.500
3.105	0.000	0.084	-0.002	0.089	0.054	-0.033	0.500	-0.010	-0.500
3.110	0.000	0.084	-0.002	0.055	-0.072	0.078	0.500	0.006	-0.500
3.115	0.000	0.084	-0.002	-0.045	-0.077	-0.019	0.500	0.010	-0.500
3.120	0.000	0.084	-0.002	-0.010	0.021	0.085	0.500	-0.006	-0.500
3.125	0.000	0.084	-0.002	0.029	-0.034	0.092	0.500	-0.005	-0.500
3.130	0.000	0.084	-0.002	-0.070	0.008	-0.122	0.500	0.003	-0.500
3.135	0.000	0.084	-0.002	0.059	-0.023	0.239	0.500	0.013	-0.500
3.140	0.000	0.084	-0.002	0.053	-0.087	-0.073	0.500	0.005	-0.500
3.145	0.000	0.084	-0.002	0.004	0.012	-0.024	0.500	-0.016	-0.500
3.150	0.000	0.084	-0.002	-0.080	-0.014	-0.103	0.500	0.007	-0.500
3.155	0.000	0.083	-0.002	0.042	-0.093	-0.008	0.500	-0.003	-0.500
3.160	0.000	0.083	-0.002	0.034	-0.135	0.029	0.500	-0.001	-0.500
3.165	0.000	0.083	-0.002	-0.023	-0.054	0.024	0.500	-0.005	-0.500
3.170	0.000	0.083	-0.002	0.001	-0.011	-0.082	0.500	0.009	-0.500
3.175	0.000	0.083	-0.002	-0.021	0.021	0.126	0.500	0.001	-0.500
3.180	0.000	0.083	-0.002	0.069	-0.052	0.170	0.500	0.001	-0.500
3.185	0.000	0.083	-0.002	-0.048	0.000	0.009	0.500	-0.002	-0.500
3.190	0.000	0.083	-0.002	0.020	0.035	0.091	0.500	0.004	-0.500
3.195	0.000	0.083	-0.002	-0.001	-0.011	0.079	0.500	0.003	-0.500
3.200	0.000	0.083	-0.002	0.055	-0.046	-0.005	0.500	-0.003	-0.500
3.205	0.000	0.083	-0.002	0.052	-0.072	0.044	0.500	0.016	-0.500
3.210	0.000	0.083	-0.002	-0.025	0.049	0.149	0.500	0.012	-0.500
3.215	0.000	0.083	-0.002	0.094	-0.070	0.092	0.500	-0.010	-0.500
3.220	0.000	0.083	-0.002	0.099	-0.069	-0.155	0.500	0.009	-0.500
3.225	0.000	0.083	-0.002	-0.010	-0.009	0.143	0.500	0.008	-0.500
3.230	0.000	0.083	-0.002	-0.071	0.017	-0.033	0.500	-0.017	-0.500
3.235	0.000	0.083	-0.002	0.055	-0.078	-0.001	0.500	-0.001	-0.500
3.240	0.000	0.083	-0.002	0.113	0.005	-0.041	0.500	0.004	-0.500
3.245	0.000	0.083	-0.002	-0.070	0.040	0.036	0.500	-0.006	-0.500
3.250	0.000	0.083	-0.002	-0.018	0.006	-0.119	0.500	-0.012	-0.500
3.255	0.000	0.083	-0.002	0.021	0.018	-0.067	0.500	0.020	-0.500
3.260	0.000	0.083	-0.002	-0.100	0.056	0.044	0.500	-0.010	-0.500
3.265	0.000	0.083	-0.002	0.102	-0.103	0.070	0.500	0.004	-0.500
3.270	0.000	0.083	-0.002	-0.055	-0.020	-0.153	0.500	0.011	-0.500
3.275	0.000	0.083	-0.002	-0.071	0.030	-0.051	0.500	-0.003	-0.500
3.280	0.000	0.083	-0.002	0.028	-0.002	-0.108	0.500	-0.021	-0.500
3.285	0.000	0.083	-0.002	-0.003	-0.010	0.102	0.500	0.006	-0.500
3.290	0.000	0.083	-0.002	-0.101	0.035	0.065	0.500	-0.021	-0.500
3.295	0.000	0.083	-0.002	0.039	-0.027	-0.088	0.500	-0.003	-0.500
3.300	0.000	0.083	-0.002	-0.002	-0.027	0.044	0.500	0.011	-0.500
3.305	0.000	0.083	-0.002	-0.093	0.011	-0.044	0.500	0.013	-0.500
3.310	0.000	0.083	-0.002	-0.020	-0.066	-0.074	0.500	0.005	-0.500
3.315	0.000	0.083	-0.002	0.039	0.010	0.145	0.500	-0.007	-0.500
3.320	0.000	0.083	-0.002	-0.004	-0.006	0.029	0.500	0.007	-0.500
3.325	0.000	0.083	-0.002	-0.105	-0.022	-0.126	0.500	0.002	-0.500
3.330	0.000	0.083	-0.002	0.112	0.098	0.028	0.500	0.009	-0.500
3.335	0.000	0.083	-0.002	-0.028	0.022	0.029	0.500	-0.020	-0.500
3.340	0.000	0.083	-0.002	0.008	0.016	-0.047	0.500	0.007	-0.500
3.345	0.000	0.083	-0.002	0.051	0.049	-0.104	0.500	0.001	-0.500
3.350	0.000	0.083	-0.002	-0.047	0.004	0.003	0.500	0.006	-0.500
3.355	0.000	0.083	-0.002	-0.013	0.064	0.082	0.500	-0.014	-0.500
3.360	0.000	0.083	-0.002	-0.061	-0.033	-0.027	0.500	0.010	-0.500
3.365	0.000	0.083	-0.002	-0.043	0.065	-0.162	0.500	-0.003	-0.500
3.370	0.000	0.083	-0.002	-0.053	0.010	-0.068	0.500	0.008	-0.500
3.375	0.000	0.083	-0.002	0.032	-0.023	-0.189	0.500	-0.006	-0.500
3.380	0.000	0.083	-0.002	-0.015	-0.093	0.011	0.500	-0.002	-0.500
3.385	0.000	0.083	-0.002	0.099	-0.056	0.087	0.500	-0.011	-0.500
3.390	0.000	0.083	-0.002	0.006	-0.087	-0.096	0.500	0.011	-0.500
3.395	0.000	0.083	-0.002	-0.051	-0.015	0.103	0.500	0.017	-0.500
3.400	0.000	0.083	-0.002	0.030	-0.011	0.141	0.500	-0.006	-0.500
3.405	0.000	0.083	-0.002	0.013	-0.014	-0.059	0.500	-0.012	-0.500
3.410	0.000	0.083	-0.002	-0.033	0.064	0.103	0.500	-0.006	-0.500
3.415	0.000	0.083	-0.002	-0.001	0.116	-0.014	0.500	-0.006	-0.500
3.420	0.000	0.083	-0.002	-0.013	-0.039	-0.027	0.500	0.001	-0.500
3.425	0.000	0.083	-0.002	0.007	-0.098	-0.038	0.500	-0.005	-0.500
3.430	0.000	0.083	-0.002	-0.016	0.095	0.117	0.500	0.016	-0.500
3.435	0.000	0.083	-0.002	0.039	0.039	-0.139	0.500	-0.005	-0.500
3.440	0.000	0.083	-0.002	-0.020	0.014	-0.010	0.500	-0.001	-0.500
3.445	0.000	0.084	-0.002	-0.103	0.088	-0.034	0.500	-0.002	-0.500
3.450	0.000	0.084	-0.002	0.026	0.023	-0.112	0.500	-0.022	-0.500
3.455	0.000	0.084	-0.002	-0.075	0.007	0.008	0.500	-0.008	-0.500
3.460	0.000	0.084	-0.002	0.023	-0.023	0.174	0.500	0.015	-0.500
3.465	0.000	0.084	-0.002	0.010	-0.075	-0.071	0.500	-0.023	-0.500
3.470	0.000	0.084	-0.002	0.015	0.015	-0.079	0.500	-0.001	-0.500
3.475	0.000	0.084	-0.002	0.019	-0.028	0.213	0.500	-0.014	-0.500
3.480	0.000	0.084	-0.002	-0.014	-0.028	0.094	0.500	-0.003	-0.500
3.485	0.000	0.084	-0.002	0.009	-0.010	-0.129	0.500	-0.002	-0.500
3.490	0.000	0.084	-0.002	-0.097	-0.091	-0.058	0.500	-0.003	-0.500
3.495	0.000	0.084	-0.002	-0.013	0.033	-0.027	0.500	0.014	-0.500
3.500	0.000	0.084	-0.002	0.039	0.017	0.049	0.500	-0.010	-0.500
3.505	0.000	0.084	-0.002	-0.057	0.006	-0.055	0.500	-0.002	-0.500
3.510	0.000	0.084	-0.002	-0.027	0.066	0.049	0.500	0.017	-0.500
3.515	0.000	0.084	-0.002	-0.015	-0.031	-0.146	0.500	-0.017	-0.500
3.520	0.000	0.084	-0.002	-0.029	0.067	0.106	0.500	-0.007	-0.500
3.525	0.000	0.084	-0.002	-0.100	0.027	0.015	0.500	-0.007	-0.500
3.530	0.000	0.084	-0.002	0.011	0.034	-0.205	0.500	-0.002	-0.500
3.535	0.000	0.084	-0.002	-0.016	0.022	0.131	0.500	0.019	-0.500
3.540	0.000	0.084	-0.002	0.052	0.071	0.105	0.500	-0.006	-0.500
3.545	0.000	0.084	-0.002	-0.013	-0.042	0.089	0.500	-0.009	-0.500
3.550	0.000	0.084	-0.002	0.052	0.052	0.112	0.500	0.028	-0.500
3.555	0.000	0.084	-0.002	0.013	-0.057	0.013	0.500	0.017	-0.500
3.560	0.000	0.084	-0.002	-0.007	0.074	0.015	0.500	-0.004	-0.500
3.565	0.000	0.084	-0.002	0.010	0.043	0.031	0.500	-0.005	-0.500
3.570	0.000	0.084	-0.002	0.055	-0.076	-0.128	0.500	-0.014	-0.500
3.575	0.000	0.085	-0.002	-0.002	0.012	0.133	0.500	0.002	-0.500
3.580	0.000	0.085	-0.002	0.018	0.007	0.065	0.500	-0.001	-0.500
3.585	0.000	0.085	-0.002	-0.020	0.018	-0.188	0.500	-0.013	-0.500
3.590	0.000	0.085	-0.002	-0.009	-0.005	-0.064	0.500	0.011	-0.500
3.595	0.000	0.085	-0.002	0.007	0.012	-0.031	0.500	0.003	-0.500
3.600	0.000	0.085	-0.002	-0.037	0.042	0.073	0.500	-0.003	-0.500
3.605	0.000	0.085	-0.002	-0.011	-0.075	-0.034	0.500	0.017	-0.500
3.610	0.000	0.085	-0.002	0.028	-0.066	0.032	0.500	-0.012	-0.500
3.615	0.000	0.085	-0.002	0.055	0.022	-0.062	0.500	-0.010	-0.500
3.620	0.000	0.085	-0.002	-0.036	0.010	-0.105	0.500	0.006	-0.500
3.625	0.000	0.085	-0.002	0.071	0.018	0.004	0.500	0.014	-0.500
3.630	0.000	0.085	-0.002	0.025	0.044	-0.049	0.500	-0.024	-0.500
3.635	0.000	0.085	-0.002	0.049	0.072	-0.133	0.500	0.012	-0.500
3.640	0.000	0.085	-0.002	-0.065	0.045	0.042	0.500	-0.025	-0.500
3.645	0.000	0.085	-0.002	-0.046	-0.020	-0.118	0.500	-0.004	-0.500
3.650	0.000	0.085	-0.002	0.007	-0.011	-0.123	0.500	0.007	-0.500
3.655	0.000	0.085	-0.002	-0.022	-0.047	-0.011	0.500	-0.011	-0.500
3.660	0.000	0.085	-0.002	-0.127	0.031	-0.049	0.500	-0.009	-0.500
3.665	0.000	0.085	-0.002	-0.040	-0.028	-0.036	0.500	-0.015	-0.500
3.670	0.000	0.086	-0.002	-0.075	0.024	-0.089	0.500	-0.017	-0.500
3.675	0.000	0.086	-0.002	0.006	0.086	-0.101	0.500	0.008	-0.500
3.680	0.000	0.086	-0.002	0.005	0.077	0.133	0.500	-0.016	-0.500
3.685	0.000	0.086	-0.002	0.039	0.033	0.026	0.500	-0.016	-0.500
3.690	0.000	0.086	-0.002	-0.028	-0.114	-0.023	0.500	0.001	-0.500
3.695	0.000	0.086	-0.002	0.081	0.053	0.120	0.500	0.004	-0.500
3.700	0.000	0.086	-0.002	-0.002	0.037	-0.005	0.500	-0.023	-0.500
3.705	0.000	0.086	-0.002	-0.052	0.097	-0.010	0.500	0.006	-0.500
3.710	0.000	0.086	-0.002	-0.008	-0.029	-0.006	0.500	-0.024	-0.500
3.715	0.000	0.086	-0.002	0.021	0.014	0.037	0.500	0.016	-0.500
3.720	0.000	0.086	-0.002	-0.007	0.032	-0.030	0.500	-0.006	-0.500
3.725	0.000	0.086	-0.002	0.126	-0.056	-0.189	0.500	-0.018	-0.500
3.730	0.000	0.086	-0.002	0.085	0.023	-0.113	0.500	0.008	-0.500
3.735	0.000	0.086	-0.002	-0.001	0.007	-0.106	0.500	-0.008	-0.500
3.740	0.000	0.086	-0.002	0.063	0.002	-0.009	0.500	-0.007	-0.500
3.745	0.000	0.086	-0.002	-0.020	-0.023	-0.130	0.500	-0.016	-0.500
3.750	0.000	0.086	-0.002	-0.047	0.015	-0.054	0.500	-0.015	-0.500
3.755	0.000	0.087	-0.002	-0.017	-0.040	-0.050	0.500	-0.019	-0.500
3.760	0.000	0.087	-0.002	0.036	0.010	0.014	0.500	0.007	-0.500
3.765	0.000	0.087	-0.002	-0.087	0.043	-0.078	0.500	-0.000	-0.500
3.770	0.000	0.087	-0.002	-0.091	0.019	-0.004	0.500	-0.013	-0.500
3.775	0.000	0.087	-0.002	0.015	0.035	-0.121	0.500	0.006	-0.500
3.780	0.000	0.087	-0.001	0.008	0.098	-0.092	0.500	0.003	-0.500
3.785	0.000	0.087	-0.001	-0.095	-0.054	0.067	0.500	-0.008	-0.500
3.790	0.000	0.087	-0.001	-0.002	-0.020	-0.044	0.500	-0.002	-0.500
3.795	0.000	0.087	-0.001	0.032	0.013	0.159	0.500	-0.007	-0.500
3.800	0.000	0.087	-0.001	0.084	0.037	0.154	0.500	0.002	-0.500
3.805	0.000	0.087	-0.001	0.045	-0.045	-0.120	0.500	0.008	-0.500
3.810	0.000	0.087	-0.001	0.001	-0.001	0.080	0.500	-0.006	-0.500
3.815	0.000	0.087	-0.001	0.036	-0.014	-0.123	0.500	-0.002	-0.500
3.820	0.000	0.087	-0.001	0.004	-0.015	-0.037	0.500	-0.004	-0.500
3.825	0.000	0.087	-0.001	-0.011	-0.100	-0.023	0.500	-0.004	-0.500
3.830	0.000	0.088	-0.001	-0.027	0.074	0.052	0.500	0.001	-0.500
3.835	0.000	0.088	-0.001	0.101	0.084	-0.263	0.500	-0.023	-0.500
3.840	0.000	0.088	-0.001	-0.011	-0.006	0.014	0.500	0.015	-0.500
3.845	0.000	0.088	-0.001	0.044	0.019	-0.047	0.500	-0.003	-0.500
3.850	0.000	0.088	-0.001	0.006	-0.040	-0.111	0.500	-0.007	-0.500
3.855	0.000	0.088	-0.001	-0.011	0.021	-0.103	0.500	0.002	-0.500
3.860	0.000	0.088	-0.001	0.007	0.007	0.305	0.500	0.008	-0.500
3.865	0.000	0.088	-0.001	0.027	0.045	0.052	0.500	-0.008	-0.500
3.870	0.000	0.088	-0.001	0.036	-0.050	-0.065	0.500	-0.007	-0.500
3.875	0.000	0.088	-0.001	0.016	0.050	0.013	0.500	-0.007	-0.500
3.880	0.000	0.088	-0.001	0.025	-0.003	0.104	0.500	-0.013	-0.500
3.885	0.000	0.088	-0.001	-0.093	-0.024	0.052	0.500	-0.004	-0.500
3.890	0.000	0.088	-0.001	-0.028	0.066	-0.069	0.500	-0.009	-0.500
3.895	0.000	0.088	-0.001	0.014	0.069	-0.041	0.500	-0.005	-0.500
3.900	0.000	0.088	-0.001	0.027	-0.005	0.135	0.500	0.015	-0.500
3.905	0.000	0.089	-0.001	-0.046	0.009	0.285	0.500	0.022	-0.500
3.910	0.000	0.089	-0.001	0.037	0.052	-0.032	0.500	0.014	-0.500
3.915	0.000	0.089	-0.001	-0.000	-0.061	0.059	0.500	-0.006	-0.500
3.920	0.000	0.089	-0.001	0.086	0.011	-0.090	0.500	-0.002	-0.500
3.925	0.000	0.089	-0.001	-0.013	0.049	0.120	0.500	-0.003	-0.500
3.930	0.000	0.089	-0.001	0.044	-0.004	0.020	0.500	-0.008	-0.500
3.935	0.000	0.089	-0.001	-0.011	0.038	0.048	0.500	-0.006	-0.500
3.940	0.000	0.089	-0.001	0.020	-0.079	0.109	0.500	-0.003	-0.500
3.945	0.000	0.089	-0.001	-0.005	0.041	-0.032	0.500	-0.010	-0.500
3.950	0.000	0.089	-0.001	0.094	-0.036	-0.028	0.500	0.018	-0.500
3.955	0.000	0.089	-0.001	-0.062	0.037	-0.030	0.500	-0.001	-0.500
3.960	0.000	0.089	-0.001	-0.043	0.047	0.125	0.500	0.020	-0.500
3.965	0.000	0.089	-0.001	0.041	0.001	-0.137	0.500	0.005	-0.500
3.970	0.000	0.089	-0.001	-0.018	0.055	-0.200	0.500	-0.010	-0.500
3.975	0.000	0.090	-0.001	-0.057	-0.073	-0.065	0.500	0.001	-0.500
3.980	0.000	0.090	-0.001	0.074	0.022	0.024	0.500	-0.010	-0.500
3.985	0.000	0.090	-0.001	0.081	-0.110	0.014	0.500	0.013	-0.500
3.990	0.000	0.090	-0.001	0.019	0.011	-0.015	0.500	-0.017	-0.500
3.995	0.000	0.090	-0.001	0.046	0.031	-0.100	0.500	-0.002	-0.500
4.000	0.000	0.090	-0.001	0.040	0.081	-0.253	0.500	-0.006	-0.500
4.005	0.000	0.090	-0.001	0.027	-0.036	-0.220	0.500	-0.004	-0.500
4.010	0.000	0.090	-0.001	-0.055	0.039	0.100	0.500	-0.016	-0.500
4.015	0.000	0.090	-0.001	-0.031	-0.015	-0.126	0.500	0.000	-0.500
4.020	0.000	0.090	-0.001	0.049	-0.006	-0.018	0.500	-0.024	-0.500
4.025	0.000	0.090	-0.001	-0.071	-0.043	0.093	0.500	0.003	-0.500
4.030	0.000	0.090	-0.001	0.002	-0.027	-0.017	0.500	0.011	-0.500
4.035	0.000	0.090	-0.001	-0.006	0.029	-0.186	0.500	-0.007	-0.500
4.040	0.000	0.090	-0.001	0.098	0.029	0.147	0.500	-0.017	-0.500
4.045	0.000	0.090	-0.001	-0.083	0.030	0.067	0.500	-0.019	-0.500
4.050	0.000	0.091	-0.001	-0.009	0.015	-0.029	0.500	0.011	-0.500
4.055	0.000	0.091	-0.001	0.058	-0.091	0.031	0.500	0.013	-0.500
4.060	0.000	0.091	-0.001	-0.041	-0.056	0.019	0.500	-0.008	-0.500
4.065	0.000	0.091	-0.001	-0.066	0.038	-0.147	0.500	0.000	-0.500
4.070	0.000	0.091	-0.001	0.067	0.052	-0.123	0.500	-0.000	-0.500
4.075	0.001	0.091	-0.001	-0.036	-0.089	-0.051	0.500	-0.021	-0.500
4.080	0.001	0.091	-0.001	0.031	0.004	0.109	0.500	-0.021	-0.500
4.085	0.001	0.091	-0.001	0.122	0.011	-0.020	0.500	0.003	-0.500
4.090	0.001	0.091	-0.001	-0.062	0.038	0.038	0.500	-0.017	-0.500
4.095	0.001	0.091	-0.001	-0.014	0.052	0.034	0.500	0.002	-0.500
4.100	0.001	0.091	-0.001	-0.031	0.042	-0.085	0.500	-0.017	-0.500
4.105	0.001	0.091	-0.001	-0.031	-0.016	-0.244	0.500	-0.009	-0.500
4.110	0.001	0.091	-0.001	-0.024	-0.076	0.234	0.500	-0.016	-0.500
4.115	0.001	0.091	-0.001	-0.038	-0.017	-0.149	0.500	-0.026	-0.500
4.120	0.001	0.091	-0.001	-0.102	-0.007	-0.051	0.500	0.005	-0.500
4.125	0.001	0.092	-0.001	0.024	-0.008	0.168	0.500	0.006	-0.500
4.130	0.001	0.092	-0.001	-0.005	-0.027	-0.072	0.500	-0.019	-0.500
4.135	0.001	0.092	-0.001	0.022	0.015	-0.073	0.500	-0.011	-0.500
4.140	0.001	0.092	-0.001	0.005	0.048	-0.083	0.500	-0.014	-0.500
4.145	0.001	0.092	-0.001	-0.002	-0.015	-0.211	0.500	0.003	-0.500
4.150	0.001	0.092	-0.001	-0.015	-0.029	-0.034	0.500	-0.006	-0.500
4.155	0.001	0.092	-0.001	-0.024	0.002	0.005	0.500	0.005	-0.500
4.160	0.001	0.092	-0.001	0.043	0.019	0.060	0.500	-0.006	-0.500
4.165	0.001	0.092	-0.000	0.004	0.045	-0.049	0.500	-0.005	-0.500
4.170	0.001	0.092	-0.000	0.001	0.087	0.114	0.500	-0.007	-0.500
4.175	0.001	0.092	-0.000	-0.032	-0.038	0.045	0.500	-0.009	-0.500
4.180	0.001	0.092	-0.000	0.045	0.095	-0.039	0.500	-0.013	-0.500
4.185	0.001	0.092	-0.000	0.053	-0.037	-0.065	0.500	0.000	-0.500
4.190	0.001	0.092	-0.000	0.019	-0.015	-0.070	0.500	-0.018	-0.500
4.195	0.001	0.092	-0.000	-0.041	-0.001	0.072	0.500	-0.018	-0.500
4.200	0.001	0.092	-0.000	0.003	0.048	-0.027	0.500	-0.007	-0.500
4.205	0.001	0.093	-0.000	0.048	-0.008	-0.053	0.500	-0.005	-0.500
4.210	0.001	0.093	-0.000	-0.091	-0.018	-0.028	0.500	0.003	-0.500
4.215	0.001	0.093	-0.000	-0.049	0.023	-0.055	0.500	-0.016	-0.500
4.220	0.001	0.093	-0.000	0.028	-0.012	-0.078	0.500	-0.003	-0.500
4.225	0.001	0.093	-0.000	-0.026	-0.039	0.037	0.500	-0.008	-0.500
4.230	0.001	0.093	-0.000	-0.021	-0.046	0.053	0.500	-0.020	-0.500
4.235	0.001	0.093	-0.000	-0.041	-0.011	-0.053	0.500	0.013	-0.500
4.240	0.001	0.093	-0.000	0.100	0.002	-0.196	0.500	-0.011	-0.500
4.245	0.001	0.093	-0.000	0.088	0.023	-0.043	0.500	-0.002	-0.500
4.250	0.001	0.093	-0.000	0.042	-0.009	0.071	0.500	-0.019	-0.500
4.255	0.001	0.093	-0.000	0.094	-0.029	0.071	0.500	-0.023	-0.500
4.260	0.001	0.093	-0.000	0.050	-0.014	-0.151	0.500	-0.014	-0.500
4.265	0.001	0.093	-0.000	-0.091	0.011	-0.062	0.500	-0.010	-0.500
4.270	0.001	0.093	-0.000	0.004	-0.007	-0.030	0.500	-0.008	-0.500
4.275	0.001	0.093	-0.000	0.067	-0.002	-0.008	0.500	-0.015	-0.500
4.280	0.001	0.093	-0.000	-0.033	0.006	0.038	0.500	-0.005	-0.500
4.285	0.001	0.093	-0.000	-0.005	-0.016	0.056	0.500	0.006	-0.500
4.290	0.001	0.094	-0.000	0.013	0.015	-0.064	0.500	-0.016	-0.500
4.295	0.001	0.094	-0.000	-0.038	0.011	0.066	0.500	0.004	-0.500
4.300	0.001	0.094	0.000	-0.009	-0.019	0.055	0.500	-0.001	-0.500
4.305	0.001	0.094	0.000	0.045	-0.017	-0.047	0.500	-0.006	-0.500
4.310	0.001	0.094	0.000	0.045	0.029	0.005	0.500	-0.011	-0.500
4.315	0.001	0.094	0.000	0.099	-0.016	0.033	0.500	0.002	-0.500
4.320	0.001	0.094	0.000	-0.071	-0.035	-0.011	0.500	-0.008	-0.500
4.325	0.001	0.094	0.000	-0.081	0.147	-0.328	0.500	0.003	-0.500
4.330	0.001	0.094	0.000	-0.093	0.059	-0.083	0.500	0.006	-0.500
4.335	0.001	0.094	0.000	0.080	0.024	-0.107	0.500	-0.025	-0.500
4.340	0.001	0.094	0.000	-0.009	0.029	0.174	0.500	-0.014	-0.500
4.345	0.001	0.094	0.000	-0.025	0.026	-0.011	0.500	-0.020	-0.500
4.350	0.001	0.094	0.000	-0.061	-0.003	0.016	0.500	-0.003	-0.500
4.355	0.001	0.094	0.000	0.036	0.022	0.164	0.500	0.002	-0.500
4.360	0.001	0.094	0.000	0.059	0.021	-0.107	0.500	-0.001	-0.500
4.365	0.001	0.094	0.000	-0.062	0.094	0.120	0.500	-0.015	-0.500
4.370	0.001	0.094	0.000	-0.034	0.035	0.063	0.500	-0.006	-0.500
4.375	0.001	0.094	0.000	0.072	0.035	0.024	0.500	-0.005	-0.500
4.380	0.001	0.094	0.000	0.003	-0.042	0.044	0.500	-0.004	-0.500
4.385	0.001	0.094	0.000	0.002	-0.045	0.227	0.500	-0.008	-0.500
4.390	0.001	0.095	0.000	-0.087	0.048	0.085	0.500	-0.020	-0.500
4.395	0.001	0.095	0.000	-0.070	-0.075	0.060	0.500	-0.017	-0.500
4.400	0.001	0.095	0.000	-0.030	0.103	0.017	0.500	-0.006	-0.500
4.405	0.001	0.095	0.000	0.037	0.041	0.150	0.500	-0.005	-0.500
4.410	0.001	0.095	0.000	-0.035	0.004	-0.041	0.500	-0.014	-0.500
4.415	0.001	0.095	0.000	0.053	-0.077	-0.065	0.500	-0.008	-0.500
4.420	0.001	0.095	0.001	-0.037	-0.063	-0.071	0.500	-0.011	-0.500
4.425	0.001	0.095	0.001	-0.029	0.001	-0.033	0.500	-0.010	-0.500
4.430	0.001	0.095	0.001	-0.005	-0.017	0.045	0.500	-0.002	-0.500
4.435	0.001	0.095	0.001	0.090	-0.024	0.046	0.500	0.007	-0.500
4.440	0.001	0.095	0.001	-0.001	0.032	-0.135	0.500	-0.009	-0.500
4.445	0.001	0.095	0.001	-0.062	-0.020	0.077	0.500	0.002	-0.500
4.450	0.001	0.095	0.001	-0.034	-0.041	-0.011	0.500	-0.004	-0.500
4.455	0.001	0.095	0.001	-0.016	-0.038	0.037	0.500	0.011	-0.500
4.460	0.001	0.095	0.001	0.098	-0.052	-0.175	0.500	0.002	-0.500
4.465	0.001	0.095	0.001	-0.058	-0.038	-0.031	0.500	-0.015	-0.500
4.470	0.001	0.095	0.001	0.043	0.020	-0.051	0.500	-0.005	-0.500
4.475	0.001	0.095	0.001	-0.068	0.130	0.064	0.500	-0.015	-0.500
4.480	0.001	0.095	0.001	0.040	-0.046	0.202	0.500	-0.008	-0.500
4.485	0.001	0.095	0.001	-0.033	0.054	0.130	0.500	-0.017	-0.500
4.490	0.001	0.095	0.001	-0.056	-0.011	-0.001	0.500	-0.026	-0.500
4.495	0.001	0.095	0.001	-0.030	0.082	0.090	0.500	0.014	-0.500
4.500	0.001	0.095	0.001	0.018	-0.000	0.003	0.500	-0.017	-0.500
4.505	0.001	0.096	0.001	-0.015	0.049	0.001	0.500	-0.010	-0.500
4.510	0.001	0.096	0.001	-0.039	0.042	0.071	0.500	-0.014	-0.500
4.515	0.001	0.096	0.001	0.035	-0.055	0.015	0.500	-0.029	-0.500
4.520	0.001	0.096	0.001	-0.015	0.022	-0.179	0.500	0.001	-0.500
4.525	0.001	0.096	0.001	0.016	-0.006	-0.121	0.500	0.006	-0.500
4.530	0.001	0.096	0.001	0.019	-0.027	-0.156	0.500	-0.004	-0.500
4.535	0.001	0.096	0.001	0.096	0.038	-0.013	0.500	-0.019	-0.500
4.540	0.001	0.096	0.001	-0.005	0.033	-0.008	0.500	-0.015	-0.500
4.545	0.001	0.096	0.001	-0.002	-0.047	0.099	0.500	-0.009	-0.500
4.550	0.001	0.096	0.001	-0.125	0.002	0.025	0.500	-0.012	-0.500
4.555	0.001	0.096	0.001	-0.003	-0.021	0.044	0.500	-0.005	-0.500
4.560	0.001	0.096	0.001	0.002	0.027	0.209	0.500	-0.008	-0.500
4.565	0.001	0.096	0.001	0.022	0.118	-0.068	0.500	-0.027	-0.500
4.570	0.001	0.096	0.001	0.063	0.088	0.039	0.500	-0.019	-0.500
4.575	0.001	0.096	0.001	-0.062	0.121	-0.010	0.500	0.005	-0.500
4.580	0.001	0.096	0.001	0.002	0.089	0.081	0.500	0.004	-0.500
4.585	0.001	0.096	0.001	-0.065	0.167	0.146	0.500	-0.001	-0.500
4.590	0.001	0.096	0.001	0.006	0.030	0.089	0.500	-0.006	-0.500
4.595	0.001	0.096	0.001	-0.066	-0.040	0.238	0.500	-0.018	-0.500
4.600	0.001	0.096	0.001	0.013	-0.034	-0.029	0.500	-0.014	-0.500
4.605	0.001	0.096	0.001	-0.011	-0.020	0.138	0.500	-0.001	-0.500
4.610	0.001	0.096	0.001	0.011	-0.031	0.109	0.500	0.011	-0.500
4.615	0.001	0.096	0.001	-0.004	0.017	-0.192	0.500	0.000	-0.500
4.620	0.001	0.096	0.001	0.069	-0.000	-0.022	0.500	-0.017	-0.500
4.625	0.001	0.096	0.001	-0.043	0.004	0.232	0.500	-0.003	-0.500
4.630	0.001	0.096	0.001	0.074	-0.026	-0.063	0.500	-0.004	-0.500
4.635	0.001	0.096	0.001	0.043	0.031	0.126	0.500	-0.026	-0.500
4.640	0.001	0.096	0.002	-0.013	-0.027	-0.047	0.500	-0.031	-0.500
