#Measurements from DVL
#Number of channels: 8
#Number of samples: 2283
#Frequency: 200.000 Hz
#Unit system: SI

#Time	Velocity X	Velocity Y	Velocity Z	Altitude	Water velocity X	Water velocity Y	Water velocity Z	Status
3.60000	0.05000	-0.05000	0.10000	9.44968	0.00513	-0.01536	-0.02117	0.00000
3.60500	0.05000	-0.05000	0.10000	9.44426	0.00809	-0.01394	0.01956	0.00000
3.61000	0.05000	-0.05000	0.10000	9.59504	-0.01017	-0.00649	0.02749	0.00000
3.61500	0.05000	-0.05000	0.10000	9.50202	0.00263	0.02920	-0.01286	0.00000
3.62000	0.05000	-0.05000	0.10000	9.55481	-0.03020	0.02351	-0.01988	0.00000
3.62500	0.05000	-0.05000	0.10000	9.43183	0.00897	-0.04176	0.02073	0.00000
3.63000	0.05000	-0.05000	0.10000	9.46858	0.03318	0.00988	0.02255	0.00000
3.63500	0.05000	-0.05000	0.10000	9.49002	0.02490	-0.00979	0.01905	0.00000
3.64000	0.05000	-0.05000	0.10000	9.43198	-0.00983	-0.01778	0.00231	0.00000
3.64500	0.05000	-0.05000	0.10000	9.59040	-0.00437	-0.02339	0.00202	0.00000
3.65000	0.05000	-0.05000	0.10000	9.51197	-0.02258	-0.03296	-0.01392	0.00000
3.65500	0.05000	-0.05000	0.10000	9.52229	-0.02560	0.01744	-0.06681	0.00000
3.66000	0.05000	-0.05000	0.10000	9.50169	0.00718	-0.02104	-0.03703	0.00000
3.66500	0.05000	-0.05000	0.10000	9.49538	0.00425	0.00066	0.00625	0.00000
3.67000	0.05000	-0.05000	0.10000	9.47181	0.01624	0.02017	0.00684	0.00000
3.67500	0.05000	-0.05000	0.10000	9.49648	0.00659	0.02606	-0.02477	0.00000
3.68000	0.05000	-0.05000	0.10000	9.58150	-0.00431	0.02603	0.01868	0.00000
3.68500	0.05000	-0.05000	0.10000	9.51349	0.00251	-0.00641	-0.03781	0.00000
3.69000	0.05000	-0.05000	0.10000	9.49613	0.00179	-0.01862	0.01098	0.00000
3.69500	0.05000	-0.05000	0.10000	9.45878	0.03903	0.00069	-0.01879	0.00000
3.70000	0.05000	-0.05000	0.10000	9.53525	-0.00783	-0.02462	-0.01498	0.00000
3.70500	0.05000	-0.05000	0.10000	9.50503	-0.00991	-0.00769	0.01788	0.00000
3.71000	0.05000	-0.05000	0.10000	9.47113	-0.01318	0.01620	-0.01545	0.00000
3.71500	0.05000	-0.05000	0.10000	9.44454	-0.02345	0.02194	0.01092	0.00000
3.72000	0.05000	-0.05000	0.10000	9.61876	0.03606	0.03077	-0.00649	0.00000
3.72500	0.05000	-0.05000	0.10000	9.51314	0.01907	0.01135	-0.00555	0.00000
3.73000	0.05000	-0.05000	0.10000	9.51360	-0.00060	-0.00802	-0.02005	0.00000
3.73500	0.05000	-0.05000	0.10000	9.57000	0.00459	-0.03320	0.01059	0.00000
3.74000	0.05000	-0.05000	0.10000	9.47074	-0.00095	-0.02183	-0.00782	0.00000
3.74500	0.05000	-0.05000	0.10000	9.49972	-0.00084	-0.01690	-0.00793	0.00000
3.75000	0.05000	-0.05000	0.10000	9.45315	-0.01440	0.01530	-0.04367	0.00000
3.75500	0.05000	-0.05000	0.10000	9.50079	-0.00330	0.00329	-0.01949	0.00000
3.76000	0.05000	-0.05000	0.10000	9.58904	-0.00567	0.01254	0.01980	0.00000
3.76500	0.05000	-0.05000	0.10000	9.61102	-0.00306	0.01289	-0.04586	0.00000
3.77000	0.05000	-0.05000	0.10000	9.56547	0.02292	0.02645	0.00826	0.00000
3.77500	0.05000	-0.05000	0.10000	9.54670	-0.01195	0.00202	0.00442	0.00000
3.78000	0.05000	-0.05000	0.10000	9.56625	-0.00546	0.00155	-0.01027	0.00000
3.78500	0.05000	-0.05000	0.10000	9.57662	-0.01067	-0.01333	0.01247	0.00000
3.79000	0.05000	-0.05000	0.10000	9.50107	0.01445	0.01578	-0.01924	0.00000
3.79500	0.05000	-0.05000	0.10000	9.51212	-0.01221	0.03576	0.01945	0.00000
3.80000	0.05000	-0.05000	0.10000	9.52618	0.00121	0.03181	0.01450	0.00000
3.80500	0.05000	-0.05000	0.10000	9.54671	0.01953	-0.00234	-0.01693	0.00000
3.81000	0.05000	-0.05000	0.10000	9.49943	0.01478	-0.02837	0.01881	0.00000
3.81500	0.05000	-0.05000	0.10000	9.43391	-0.02103	-0.00553	-0.00449	0.00000
3.82000	0.05000	-0.05000	0.10000	9.48678	-0.01341	0.00890	-0.01795	0.00000
3.82500	0.05000	-0.05000	0.10000	9.57268	-0.01618	0.01168	0.02006	0.00000
3.83000	0.05000	-0.05000	0.10000	9.50889	0.02674	-0.01891	-0.02490	0.00000
3.83500	0.05000	-0.05000	0.10000	9.54105	-0.00681	-0.00393	-0.02277	0.00000
3.84000	0.05000	-0.05000	0.10000	9.53795	0.00247	-0.00831	-0.01448	0.00000
3.84500	0.05000	-0.05000	0.10000	9.52750	-0.01570	0.00966	-0.02961	0.00000
3.85000	0.05000	-0.05000	0.10000	9.48421	-0.02360	-0.00954	0.02478	0.00000
3.85500	0.05000	-0.05000	0.10000	9.58207	0.01021	0.01406	-0.00553	0.00000
3.86000	0.05000	-0.05000	0.10000	9.58901	0.00870	-0.01052	-0.02671	0.00000
3.86500	0.05000	-0.05000	0.10000	9.57971	-0.00146	-0.02293	0.00040	0.00000
3.87000	0.05000	-0.05000	0.10000	9.53216	-0.00256	-0.02097	0.01935	0.00000
3.87500	0.05000	-0.05000	0.10000	9.52819	0.00464	0.01382	0.01607	0.00000
3.88000	0.05000	-0.05000	0.10000	9.56642	-0.00664	0.02952	0.00618	0.00000
3.88500	0.05000	-0.05000	0.10000	9.61653	0.02306	-0.00120	-0.00875	0.00000
3.89000	0.05000	-0.05000	0.10000	9.49346	0.01651	-0.01011	-0.00200	0.00000
3.89500	0.05000	-0.05000	0.10000	9.46153	0.04708	0.02773	-0.00418	0.00000
3.90000	0.05000	-0.05000	0.10000	9.51576	-0.03898	0.03019	-0.00665	0.00000
3.90500	0.05000	-0.05000	0.10000	9.59817	-0.00384	0.00293	-0.01537	0.00000
3.91000	0.05000	-0.05000	0.10000	9.62298	0.01457	0.00170	-0.02117	0.00000
3.91500	0.05000	-0.05000	0.10000	9.61062	-0.01342	-0.00069	0.00913	0.00000
3.92000	0.05000	-0.05000	0.10000	9.47881	0.04019	-0.00954	-0.03029	0.00000
3.92500	0.05000	-0.05000	0.10000	9.65892	-0.00445	-0.01199	-0.01453	0.00000
3.93000	0.05000	-0.05000	0.10000	9.54955	0.02087	0.03653	-0.00676	0.00000
3.93500	0.05000	-0.05000	0.10000	9.56129	-0.03418	-0.00893	-0.00025	0.00000
3.94000	0.05000	-0.05000	0.10000	9.58542	0.04525	0.01525	-0.00650	0.00000
3.94500	0.05000	-0.05000	0.10000	9.57689	0.03075	-0.00956	-0.00205	0.00000
3.95000	0.05000	-0.05000	0.10000	9.60301	-0.01814	0.00012	-0.01110	0.00000
3.95500	0.05000	-0.05000	0.10000	9.63794	-0.05000	-0.02306	0.00435	0.00000
3.96000	0.05000	-0.05000	0.10000	9.63146	0.01629	-0.02052	-0.01698	0.00000
3.96500	0.05000	-0.05000	0.10000	9.53019	-0.01926	0.00343	0.01761	0.00000
3.97000	0.05000	-0.05000	0.10000	9.59381	0.00678	-0.05000	-0.01872	0.00000
3.97500	0.05000	-0.05000	0.10000	9.65495	0.02887	-0.00975	0.00637	0.00000
3.98000	0.05000	-0.05000	0.10000	9.69532	-0.01207	0.00395	-0.00474	0.00000
3.98500	0.05000	-0.05000	0.10000	9.62347	0.00195	-0.01308	-0.02134	0.00000
3.99000	0.05000	-0.05000	0.10000	9.54125	-0.02427	0.01639	0.00146	0.00000
3.99500	0.05000	-0.05000	0.10000	9.53710	-0.02069	-0.04740	-0.01897	0.00000
4.00000	0.05000	-0.05000	0.10000	9.58639	-0.00432	0.00454	-0.00044	0.00000
4.00500	0.05000	-0.05000	0.10000	9.67704	-0.04053	-0.03643	0.01582	0.00000
4.01000	0.05000	-0.05000	0.10000	9.63913	-0.03404	0.01273	-0.00041	0.00000
4.01500	0.05000	-0.05000	0.10000	9.60018	0.01327	0.00307	-0.02782	0.00000
4.02000	0.05000	-0.05000	0.10000	9.60874	-0.00205	-0.00327	-0.03568	0.00000
4.02500	0.05000	-0.05000	0.10000	9.61706	0.01609	0.00527	-0.00258	0.00000
4.03000	0.05000	-0.05000	0.10000	9.44858	-0.00308	-0.04078	0.00311	0.00000
4.03500	0.05000	-0.05000	0.10000	9.67417	0.01444	-0.01171	-0.04557	0.00000
4.04000	0.05000	-0.05000	0.10000	9.53473	0.00499	0.04301	-0.00367	0.00000
4.04500	0.05000	-0.05000	0.10000	9.58450	-0.02098	0.01152	0.01499	0.00000
4.05000	0.05000	-0.05000	0.10000	9.51024	0.01519	0.00300	0.01216	0.00000
4.05500	0.05000	-0.05000	0.10000	9.56220	0.01015	-0.03324	0.01459	0.00000
4.06000	0.05000	-0.05000	0.10000	9.56781	-0.00638	0.01077	0.04685	0.00000
4.06500	0.05000	-0.05000	0.10000	9.53673	0.00982	-0.01326	-0.04072	0.00000
4.07000	0.05000	-0.05000	0.10000	9.51036	0.03960	-0.02647	0.01267	0.00000
4.07500	0.05000	-0.05000	0.10000	9.59362	-0.03334	-0.00966	-0.01466	0.00000
4.08000	0.05000	-0.05000	0.10000	9.57278	-0.00807	-0.01260	-0.04840	0.00000
4.08500	0.05000	-0.05000	0.10000	9.56677	0.01141	0.00790	-0.01022	0.00000
4.09000	0.05000	-0.05000	0.10000	9.61774	0.00506	0.01271	0.00343	0.00000
4.09500	0.05000	-0.05000	0.10000	9.62636	-0.00062	0.00209	0.01546	0.00000
4.10000	0.05000	-0.05000	0.10000	9.55342	-0.01600	0.00867	-0.00121	0.00000
4.10500	0.05000	-0.05000	0.10000	9.59191	0.02194	-0.02659	-0.04682	0.00000
4.11000	0.05000	-0.05000	0.10000	9.60868	-0.01007	-0.03134	-0.01650	0.00000
4.11500	0.05000	-0.05000	0.10000	9.59771	0.00054	0.01433	-0.02134	0.00000
4.12000	0.05000	-0.05000	0.10000	9.61292	0.00050	0.01740	-0.00242	0.00000
4.12500	0.05000	-0.05000	0.10000	9.60345	-0.02928	0.03644	0.00103	0.00000
4.13000	0.05000	-0.05000	0.10000	9.62363	-0.02247	0.00299	0.01718	0.00000
4.13500	0.05000	-0.05000	0.10000	9.59957	-0.01625	0.02334	0.00488	0.00000
4.14000	0.05000	-0.05000	0.10000	9.65792	-0.00791	-0.00425	0.02576	0.00000
4.14500	0.05000	-0.05000	0.10000	9.58599	-0.03089	0.03402	-0.05864	0.00000
4.15000	0.05000	-0.05000	0.10000	9.64506	0.01106	0.03002	-0.00713	0.00000
4.15500	0.05000	-0.05000	0.10000	9.65756	-0.00331	-0.01208	0.00527	0.00000
4.16000	0.05000	-0.05000	0.10000	9.68117	-0.01884	0.01037	-0.01490	0.00000
4.16500	0.05000	-0.05000	0.10000	9.59107	-0.01462	-0.04416	-0.02659	0.00000
4.17000	0.05000	-0.05000	0.10000	9.68026	-0.03288	-0.00970	-0.02525	0.00000
4.17500	0.05000	-0.05000	0.10000	9.71112	0.00686	-0.01291	-0.00768	0.00000
4.18000	0.05000	-0.05000	0.10000	9.69379	-0.00829	-0.02574	-0.00438	0.00000
4.18500	0.05000	-0.05000	0.10000	9.63933	-0.00193	0.01255	0.01965	0.00000
4.19000	0.05000	-0.05000	0.10000	9.68443	0.01038	0.00381	0.01147	0.00000
4.19500	0.05000	-0.05000	0.10000	9.62872	0.00459	0.00154	-0.00164	0.00000
4.20000	0.05000	-0.05000	0.10000	9.59373	-0.01365	0.00683	-0.00853	0.00000
4.20500	0.05000	-0.05000	0.10000	9.60051	0.02606	-0.00706	-0.03132	0.00000
4.21000	0.05000	-0.05000	0.10000	9.61501	-0.01122	0.01307	0.01583	0.00000
4.21500	0.05000	-0.05000	0.10000	9.63583	-0.02305	-0.00957	-0.00507	0.00000
4.22000	0.05000	-0.05000	0.10000	9.60789	0.02125	-0.01027	0.01776	0.00000
4.22500	0.05000	-0.05000	0.10000	9.57183	-0.03269	-0.01846	0.00438	0.00000
4.23000	0.05000	-0.05000	0.10000	9.68298	-0.03665	0.01448	0.01451	0.00000
4.23500	0.05000	-0.05000	0.10000	9.69209	-0.00181	0.00286	-0.00710	0.00000
4.24000	0.05000	-0.05000	0.10000	9.68010	-0.00193	-0.00501	-0.01923	0.00000
4.24500	0.05000	-0.05000	0.10000	9.64246	-0.00111	0.00966	-0.02321	0.00000
4.25000	0.05000	-0.05000	0.10000	9.63780	0.03774	0.01179	0.00290	0.00000
4.25500	0.05000	-0.05000	0.10000	9.62978	0.00206	0.02149	0.00391	0.00000
4.26000	0.05000	-0.05000	0.10000	9.67852	-0.00282	-0.00339	-0.00111	0.00000
4.26500	0.05000	-0.05000	0.10000	9.63669	-0.01812	-0.01351	-0.02887	0.00000
4.27000	0.05000	-0.05000	0.10000	9.64639	-0.00552	0.00792	-0.01870	0.00000
4.27500	0.05000	-0.05000	0.10000	9.66142	-0.01029	0.01057	-0.00523	0.00000
4.28000	0.05000	-0.05000	0.10000	9.67024	-0.01621	-0.00795	0.01161	0.00000
4.28500	0.05000	-0.05000	0.10000	9.63092	0.01116	0.00786	0.01197	0.00000
4.29000	0.05000	-0.05000	0.10000	9.68827	-0.00630	0.00480	-0.01218	0.00000
4.29500	0.05000	-0.05000	0.10000	9.72580	0.02297	-0.03524	-0.01448	0.00000
4.30000	0.05000	-0.05000	0.10000	9.68074	0.00195	-0.00045	0.02529	0.00000
4.30500	0.05000	-0.05000	0.10000	9.67831	0.01509	0.00449	0.00092	0.00000
4.31000	0.05000	-0.05000	0.10000	9.72929	-0.02981	-0.01200	0.02523	0.00000
4.31500	0.05000	-0.05000	0.10000	9.64595	-0.02060	0.01174	-0.01141	0.00000
4.32000	0.05000	-0.05000	0.10000	9.72405	-0.00366	0.00533	0.02616	0.00000
4.32500	0.05000	-0.05000	0.10000	9.70184	0.00419	0.00541	-0.01161	0.00000
4.33000	0.05000	-0.05000	0.10000	9.72225	-0.00342	0.02573	-0.04252	0.00000
4.33500	0.05000	-0.05000	0.10000	9.68593	-0.01810	0.02314	-0.03030	0.00000
4.34000	0.05000	-0.05000	0.10000	9.65743	-0.01417	-0.03702	0.03495	0.00000
4.34500	0.05000	-0.05000	0.10000	9.60654	-0.01590	0.01785	0.00862	0.00000
4.35000	0.05000	-0.05000	0.10000	9.68175	-0.02294	-0.03089	-0.01772	0.00000
4.35500	0.05000	-0.05000	0.10000	9.77546	0.01291	-0.02865	0.00274	0.00000
4.36000	0.05000	-0.05000	0.10000	9.69589	0.00101	0.00929	-0.00348	0.00000
4.36500	0.05000	-0.05000	0.10000	9.69009	0.00263	-0.02061	0.01920	0.00000
4.37000	0.05000	-0.05000	0.10000	9.67438	-0.02847	-0.01974	-0.00107	0.00000
4.37500	0.05000	-0.05000	0.10000	9.68979	0.01392	-0.01241	-0.02997	0.00000
4.38000	0.05000	-0.05000	0.10000	9.68629	-0.00069	0.00444	-0.01296	0.00000
4.38500	0.05000	-0.05000	0.10000	9.69493	-0.01636	0.00533	0.03157	0.00000
4.39000	0.05000	-0.05000	0.10000	9.59285	0.00978	-0.01208	0.01992	0.00000
4.39500	0.05000	-0.05000	0.10000	9.73521	-0.04082	0.01766	-0.00994	0.00000
4.40000	0.05000	-0.05000	0.10000	9.70411	-0.01754	0.01694	-0.03442	0.00000
4.40500	0.05000	-0.05000	0.10000	9.64864	-0.00300	-0.01241	0.01482	0.00000
4.41000	0.05000	-0.05000	0.10000	9.80086	0.01478	-0.02446	-0.00753	0.00000
4.41500	0.05000	-0.05000	0.10000	9.58589	-0.01700	-0.00105	0.03562	0.00000
4.42000	0.05000	-0.05000	0.10000	9.69300	0.00710	0.00372	0.02553	0.00000
4.42500	0.05000	-0.05000	0.10000	9.64336	-0.02607	-0.02479	0.02453	0.00000
4.43000	0.05000	-0.05000	0.10000	9.81013	0.00350	0.01771	0.02420	0.00000
4.43500	0.05000	-0.05000	0.10000	9.69630	0.00769	-0.02284	-0.01659	0.00000
4.44000	0.05000	-0.05000	0.10000	9.69958	0.01141	0.00277	0.02136	0.00000
4.44500	0.05000	-0.05000	0.10000	9.69415	0.01051	-0.00834	0.00748	0.00000
4.45000	0.05000	-0.05000	0.10000	9.63597	0.01179	0.02598	0.00842	0.00000
4.45500	0.05000	-0.05000	0.10000	9.80879	0.00523	-0.00653	0.04352	0.00000
4.46000	0.05000	-0.05000	0.10000	9.73867	-0.00009	-0.00008	-0.01483	0.00000
4.46500	0.05000	-0.05000	0.10000	9.71019	0.00092	-0.01316	-0.01936	0.00000
4.47000	0.05000	-0.05000	0.10000	9.75660	-0.01346	-0.00827	-0.00466	0.00000
4.47500	0.05000	-0.05000	0.10000	9.78433	0.03610	0.01772	0.01391	0.00000
4.48000	0.05000	-0.05000	0.10000	9.69425	-0.03875	0.03325	-0.02563	0.00000
4.48500	0.05000	-0.05000	0.10000	9.76112	0.02034	0.02154	-0.00028	0.00000
4.49000	0.05000	-0.05000	0.10000	9.85620	0.02052	0.01416	0.01901	0.00000
4.49500	0.05000	-0.05000	0.10000	9.72606	0.00090	0.00467	-0.01818	0.00000
4.50000	0.05000	-0.05000	0.10000	9.78241	-0.00522	-0.00322	0.00882	0.00000
4.50500	0.05000	-0.05000	0.10000	9.65456	-0.02763	0.00551	0.00469	0.00000
4.51000	0.05000	-0.05000	0.10000	9.66464	0.03286	0.00909	0.02131	0.00000
4.51500	0.05000	-0.05000	0.10000	9.69662	0.00816	0.01490	0.02659	0.00000
4.52000	0.05000	-0.05000	0.10000	9.72139	0.02121	0.00559	0.03808	0.00000
4.52500	0.05000	-0.05000	0.10000	9.76271	0.00728	-0.00576	0.01976	0.00000
4.53000	0.05000	-0.05000	0.10000	9.68165	0.02277	-0.02272	0.05041	0.00000
4.53500	0.05000	-0.05000	0.10000	9.68401	0.01480	0.00136	0.04053	0.00000
4.54000	0.05000	-0.05000	0.10000	9.68092	-0.00018	0.01451	-0.01649	0.00000
4.54500	0.05000	-0.05000	0.10000	9.71809	-0.00400	0.02851	0.04294	0.00000
4.55000	0.05000	-0.05000	0.10000	9.63066	-0.00146	0.02996	0.01072	0.00000
4.55500	0.05000	-0.05000	0.10000	9.78578	0.00788	-0.03099	0.00088	0.00000
4.56000	0.05000	-0.05000	0.10000	9.73857	0.00573	0.03394	0.00404	0.00000
4.56500	0.05000	-0.05000	0.10000	9.70163	0.02676	-0.00293	0.03617	0.00000
4.57000	0.05000	-0.05000	0.10000	9.72822	0.01529	-0.01403	-0.01985	0.00000
4.57500	0.05000	-0.05000	0.10000	9.63925	0.00601	0.01499	0.01481	0.00000
4.58000	0.05000	-0.05000	0.10000	9.70828	-0.00886	0.00767	0.02775	0.00000
4.58500	0.05000	-0.05000	0.10000	9.64989	0.01253	-0.00734	0.01975	0.00000
4.59000	0.05000	-0.05000	0.10000	9.77694	0.00502	0.00096	-0.00862	0.00000
4.59500	0.05000	-0.05000	0.10000	9.75675	-0.02691	0.01988	0.02728	0.00000
4.60000	0.05000	-0.05000	0.10000	9.79317	-0.00638	0.01211	0.00904	0.00000
4.60500	0.05000	-0.05000	0.10000	9.69142	0.01124	-0.00104	0.00760	0.00000
4.61000	0.05000	-0.05000	0.10000	9.76279	0.00288	-0.00634	-0.01131	0.00000
4.61500	0.05000	-0.05000	0.10000	9.77025	0.01715	-0.00276	0.01523	0.00000
4.62000	0.05000	-0.05000	0.10000	9.78167	-0.00378	0.00684	0.00403	0.00000
4.62500	0.05000	-0.05000	0.10000	9.72744	0.01271	-0.02337	0.02311	0.00000
4.63000	0.05000	-0.05000	0.10000	9.79609	0.03080	-0.02960	0.00612	0.00000
4.63500	0.05000	-0.05000	0.10000	9.79307	-0.00564	-0.00100	0.01503	0.00000
4.64000	0.05000	-0.05000	0.10000	9.84066	0.01195	0.01426	0.02983	0.00000
4.64500	0.05000	-0.05000	0.10000	9.78418	-0.02774	-0.03715	0.02374	0.00000
4.65000	0.05000	-0.05000	0.10000	9.83540	-0.04165	-0.01641	0.00345	0.00000
4.65500	0.05000	-0.05000	0.10000	9.79140	0.00912	0.00152	-0.04722	0.00000
4.66000	0.05000	-0.05000	0.10000	9.78763	-0.00982	0.00902	-0.00709	0.00000
4.66500	0.05000	-0.05000	0.10000	9.75996	-0.03936	0.01026	0.00677	0.00000
4.67000	0.05000	-0.05000	0.10000	9.70203	0.01661	-0.00656	-0.01425	0.00000
4.67500	0.05000	-0.05000	0.10000	9.77017	-0.03418	-0.00511	-0.00584	0.00000
4.68000	0.05000	-0.05000	0.10000	9.75603	-0.00021	-0.01611	-0.01630	0.00000
4.68500	0.05000	-0.05000	0.10000	9.76872	0.02351	0.03052	-0.01596	0.00000
4.69000	0.05000	-0.05000	0.10000	9.73269	0.03650	0.00406	-0.03207	0.00000
4.69500	0.05000	-0.05000	0.10000	9.76003	0.05000	0.00745	-0.03213	0.00000
4.70000	0.05000	-0.05000	0.10000	9.75340	-0.00046	0.04959	0.01870	0.00000
4.70500	0.05000	-0.05000	0.10000	9.77753	0.01098	0.02427	0.01635	0.00000
4.71000	0.05000	-0.05000	0.10000	9.74251	-0.00872	-0.02935	0.00027	0.00000
4.71500	0.05000	-0.05000	0.10000	9.71931	-0.00532	0.00640	0.02104	0.00000
4.72000	0.05000	-0.05000	0.10000	9.79426	0.01992	0.00103	-0.00263	0.00000
4.72500	0.05000	-0.05000	0.10000	9.74908	0.01905	-0.01981	-0.02079	0.00000
4.73000	0.05000	-0.05000	0.10000	9.84397	-0.00386	-0.03686	-0.02068	0.00000
4.73500	0.05000	-0.05000	0.10000	9.80985	0.00151	-0.00269	-0.01772	0.00000
4.74000	0.05000	-0.05000	0.10000	9.80029	-0.00055	-0.02837	0.02499	0.00000
4.74500	0.05000	-0.05000	0.10000	9.74269	-0.00911	0.03051	-0.01422	0.00000
4.75000	0.05000	-0.05000	0.10000	9.70940	0.01473	-0.03265	-0.01637	0.00000
4.75500	0.05000	-0.05000	0.10000	9.80433	0.02921	-0.04981	0.02408	0.00000
4.76000	0.05000	-0.05000	0.10000	9.91481	0.01938	0.00312	0.01921	0.00000
4.76500	0.05000	-0.05000	0.10000	9.79602	-0.01696	0.03080	-0.02667	0.00000
4.77000	0.05000	-0.05000	0.10000	9.88463	-0.01245	-0.00940	-0.00226	0.00000
4.77500	0.05000	-0.05000	0.10000	9.88005	-0.01461	-0.00459	0.02579	0.00000
4.78000	0.05000	-0.05000	0.10000	9.85129	0.00830	0.01077	-0.00882	0.00000
4.78500	0.05000	-0.05000	0.10000	9.77001	0.01276	-0.00018	-0.00930	0.00000
4.79000	0.05000	-0.05000	0.10000	9.87739	-0.02916	-0.01589	0.03223	0.00000
4.79500	0.05000	-0.05000	0.10000	9.78170	0.02655	0.03506	-0.00629	0.00000
4.80000	0.05000	-0.05000	0.10000	9.77469	0.01637	0.00725	-0.01649	0.00000
4.80500	0.05000	-0.05000	0.10000	9.71464	0.02679	-0.01725	-0.00031	0.00000
4.81000	0.05000	-0.05000	0.10000	9.78793	-0.00025	-0.01266	0.02414	0.00000
4.81500	0.05000	-0.05000	0.10000	9.78200	-0.00023	0.02280	-0.00693	0.00000
4.82000	0.05000	-0.05000	0.10000	9.77224	-0.02070	-0.03346	0.05350	0.00000
4.82500	0.05000	-0.05000	0.10000	9.79813	0.02619	-0.00568	0.01795	0.00000
4.83000	0.05000	-0.05000	0.10000	9.85449	-0.01463	-0.00444	-0.00592	0.00000
4.83500	0.05000	-0.05000	0.10000	9.85215	-0.03529	0.03185	-0.01641	0.00000
4.84000	0.05000	-0.05000	0.10000	9.77847	-0.00137	-0.01325	-0.00641	0.00000
4.84500	0.05000	-0.05000	0.10000	9.82979	0.00882	0.02102	-0.00663	0.00000
4.85000	0.05000	-0.05000	0.10000	9.86182	0.00329	0.00902	-0.00744	0.00000
4.85500	0.05000	-0.05000	0.10000	9.86770	-0.05000	-0.00792	0.02562	0.00000
4.86000	0.05000	-0.05000	0.10000	9.81759	-0.02360	0.00244	0.01742	0.00000
4.86500	0.05000	-0.05000	0.10000	9.84107	0.01082	-0.00232	-0.01561	0.00000
4.87000	0.05000	-0.05000	0.10000	9.88256	-0.00181	0.01632	0.00328	0.00000
4.87500	0.05000	-0.05000	0.10000	9.84219	-0.01167	-0.03403	-0.01236	0.00000
4.88000	0.05000	-0.05000	0.10000	9.84600	-0.00943	-0.04082	0.01344	0.00000
4.88500	0.05000	-0.05000	0.10000	9.89607	-0.01412	-0.01728	0.01432	0.00000
4.89000	0.05000	-0.05000	0.10000	9.91656	0.01907	0.01475	-0.01226	0.00000
4.89500	0.05000	-0.05000	0.10000	9.81079	-0.00589	0.00138	-0.00470	0.00000
4.90000	0.05000	-0.05000	0.10000	9.86069	0.02572	-0.01321	0.00358	0.00000
4.90500	0.05000	-0.05000	0.10000	9.82325	0.01651	-0.00025	-0.00978	0.00000
4.91000	0.05000	-0.05000	0.10000	9.90550	0.02083	0.00626	-0.00963	0.00000
4.91500	0.05000	-0.05000	0.10000	9.78589	-0.02508	-0.00508	0.00223	0.00000
4.92000	0.05000	-0.05000	0.10000	9.87112	-0.05000	-0.01262	-0.00352	0.00000
4.92500	0.05000	-0.05000	0.10000	9.81555	-0.04340	-0.00441	-0.01121	0.00000
4.93000	0.05000	-0.05000	0.10000	9.87469	0.00522	0.00219	0.04574	0.00000
4.93500	0.05000	-0.05000	0.10000	9.87081	0.00547	0.01189	-0.01113	0.00000
4.94000	0.05000	-0.05000	0.10000	9.88908	0.02374	-0.01148	0.00429	0.00000
4.94500	0.05000	-0.05000	0.10000	9.90435	-0.00296	-0.00475	-0.01098	0.00000
4.95000	0.05000	-0.05000	0.10000	9.87827	-0.00897	0.01144	-0.01543	0.00000
4.95500	0.05000	-0.05000	0.10000	9.93734	-0.02537	0.01734	-0.01094	0.00000
4.96000	0.05000	-0.05000	0.10000	9.75715	0.00658	-0.01951	-0.00442	0.00000
4.96500	0.05000	-0.05000	0.10000	9.91308	-0.00824	0.02816	-0.01744	0.00000
4.97000	0.05000	-0.05000	0.10000	9.81795	-0.00023	-0.00800	0.00476	0.00000
4.97500	0.05000	-0.05000	0.10000	9.90103	0.01054	-0.00810	0.01712	0.00000
4.98000	0.05000	-0.05000	0.10000	9.85438	-0.02258	0.00510	-0.01224	0.00000
4.98500	0.05000	-0.05000	0.10000	9.72872	-0.00082	-0.00607	-0.03700	0.00000
4.99000	0.05000	-0.05000	0.10000	9.95335	0.01703	-0.00132	0.01302	0.00000
4.99500	0.05000	-0.05000	0.10000	9.86956	-0.00338	0.00346	-0.01412	0.00000
5.00000	0.05000	-0.05000	0.10000	9.72688	0.01854	0.02297	0.02136	0.00000
5.00500	0.05000	-0.05000	0.10000	9.87653	0.00441	-0.01585	0.02733	0.00000
5.01000	0.05000	-0.05000	0.10000	9.86161	0.00525	-0.00477	-0.01775	0.00000
5.01500	0.05000	-0.05000	0.10000	9.80579	-0.02365	0.01118	-0.01302	0.00000
5.02000	0.05000	-0.05000	0.10000	9.92201	-0.01283	0.00401	0.02176	0.00000
5.02500	0.05000	-0.05000	0.10000	9.86325	-0.02861	-0.01407	0.00414	0.00000
5.03000	0.05000	-0.05000	0.10000	9.83415	0.02257	0.03197	-0.01110	0.00000
5.03500	0.05000	-0.05000	0.10000	9.77889	-0.02831	-0.02235	-0.01842	0.00000
5.04000	0.05000	-0.05000	0.10000	9.84701	-0.00752	-0.02303	-0.04302	0.00000
5.04500	0.05000	-0.05000	0.10000	9.88049	0.01202	-0.02178	0.01072	0.00000
5.05000	0.05000	-0.05000	0.10000	9.80372	-0.03511	-0.03704	0.03968	0.00000
5.05500	0.05000	-0.05000	0.10000	9.91373	-0.02175	-0.03656	-0.00437	0.00000
